,id,name,screen_name,location,description,followers_count,friends_count,listed_count,created_time,favorites_count,timezone,statuses_count,language,topic,text,stance,count,Unnamed: 0,tweet_id,user_id,time,publishing_time,publishing_days,membership_age,membership_years,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anger,social,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,bio,drives,affiliation,achieve,power,reward,focuspast,focuspresent,focusfuture,relativ,motion,space,time.1,work,informal,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
158,22274439.0,STOP THE VIOLENCE!,Speedy62269,Midwest,STOP these LAME excuses - Fix It At Home #FIAH. #LivePD #LivePDFans #LivePDNation. I SUPPORT cops!,4557.0,4020.0,52.0,2/28/2009 0:17,37423.0,,71090.0,en,colton,That's how the MSM works... they do NOT give a rats ass about the TRUTH; just their BIASED version.,Strong Agreement,3.0,6.0,9.67e+17,22274439.0,2/22/2018 0:06,7 days 09:36:33.000000000,7.0,3540 days 22:06:10.034922000,9.0,2,1.8,50.0,99.0,25.77,2.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
159,338425614.0,Anthony,anthonyabatemar,,,128.0,271.0,1.0,7/19/2011 0:15,8175.0,,492.0,en,colton,@cnn Fake News,Strong Agreement,3.0,7.0,9.67e+17,338425614.0,2/22/2018 0:05,7 days 09:35:54.000000000,7.0,2669 days 22:07:58.034922000,7.0,19,21.43,29.92,4.05,97.58,9.5,5.26,84.21,57.89,15.79,10.53,0.0,0.0,0.0,10.53,5.26,15.79,5.26,10.53,15.79,5.26,5.26,21.05,0.0,0.0,5.26,0.0,0.0,5.26,5.26,0.0,0.0,15.79,0.0,21.05,0.0,5.26,0.0,0.0,5.26,10.53,0.0,0.0,5.26,5.26,0.0,5.26,0.0,0.0,0.0,21.05,0.0,0.0,0.0,0.0,0.0,5.26,5.26,31.58,21.05,0.0,0.0,0.0,5.26,0.0
160,285502242.0,Ȼħɨᵽmᵾnꝁ MȺsŧɇɍ,ThePeanutFiends,"Wisconsin, USA","#Chipmunk #Squirrel and other cute critter tamer. Programmer, USN Veteran, Photographer and Gif maker.  #walkaway
#MAGA
#Rand2024",3446.0,4897.0,87.0,4/21/2011 0:08,57190.0,,65122.0,en,colton,People called me heartless for having the audacity to claim the kids interviewed by CNN seemed to be reading off a script.,Strong Agreement,3.0,8.0,9.67e+17,285502242.0,2/22/2018 0:05,7 days 09:35:49.000000000,7.0,2758 days 22:15:11.034922000,7.0,3,92.84,50.0,1.0,1.0,3.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,33.33
161,2796585116.0,Rick Martinez,RickMartlnez,"Surf City, USA","#Jesus is Lord to the glory of God the Father. Husband, dad and a Constitutional conservative supporting #PresidentTrump to #MAGA and #KAG 🇺🇸. #2A 2 the max.",5500.0,4081.0,4.0,9/7/2014 0:20,16823.0,,16845.0,en,colton,This kid is hope for the future.,Weak Agreement,3.0,9.0,9.67e+17,2796585116.0,2/22/2018 0:06,7 days 09:36:27.000000000,7.0,1523 days 22:02:57.034922000,4.0,22,99.0,91.35,11.0,1.0,22.0,18.18,81.82,50.0,4.55,4.55,4.55,0.0,0.0,0.0,0.0,13.64,22.73,9.09,0.0,0.0,0.0,22.73,0.0,0.0,0.0,0.0,0.0,4.55,0.0,4.55,4.55,18.18,0.0,4.55,4.55,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,4.55,0.0,4.55,0.0,4.55,0.0,4.55,0.0,4.55,4.55,0.0,0.0,0.0,0.0,0.0
162,835918021.0,Angel Contreras,contrerasa20,,"Father, Husband, Libertarian 🇺🇸",31.0,62.0,0.0,9/20/2012 0:16,1763.0,,767.0,en,colton,@benshapiro MUST WATCH,Strong Agreement,3.0,10.0,9.67e+17,835918021.0,2/22/2018 0:05,7 days 09:35:49.000000000,7.0,2240 days 22:06:50.034922000,6.0,7,92.84,92.33,1.0,99.0,7.0,0.0,100.0,57.14,14.29,0.0,0.0,0.0,0.0,0.0,14.29,14.29,14.29,14.29,0.0,0.0,0.0,28.57,0.0,0.0,0.0,0.0,0.0,14.29,14.29,0.0,0.0,14.29,0.0,14.29,0.0,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,14.29,0.0,0.0,28.57,28.57,14.29,0.0,0.0,14.29,0.0,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0
163,8.84e+17,first class ride NJ,pbs0033,"New Jersey, USA",PROUD American ❤️ love my family ❤️country ❤️President and well informed #patriots ❤️#Military @Codeofvets #MAGA #KAG #Conservative✝️ #NRA #BlueLivesMatter,7136.0,7176.0,2.0,7/9/2017 0:01,7105.0,,6048.0,en,colton,CNN should be ashamed of themselves these kids have been through so much to not let him speak his mind and his thoughts and to dictate what he is to say is not America freedom of speech you are supposed to be reporters not dictators we are in America freedom of speech,Strong Agreement,5.0,11.0,9.67e+17,8.84e+17,2/22/2018 0:18,7 days 09:48:36.000000000,7.0,487 days 22:22:17.034922000,1.0,3,17.96,50.0,1.0,25.77,3.0,33.33,66.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,33.33,0.0,33.33,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,33.33
164,930459372.0,Constitutional-TQN👑,TechQn,"California, USA",I'm just here for the #Constitution. Which doesn't care about your feelings. #Independent #Jeffersonian AutismMom-ITSysEngineer- VegeGrower #1A #2A #ThankAVet🇺🇸,8314.0,5402.0,40.0,11/6/2012 0:20,108946.0,,99305.0,en,colton,"What do you have to say for yourself @CNN?
Dont you think your liberal FAKE NEWS bias has gone to far?
@FoxNews @seanhannity @TuckerCarlson @IngrahamAngle this is something you need to look into",Strong Agreement,6.0,12.0,9.67e+17,930459372.0,2/22/2018 0:07,7 days 09:37:20.000000000,7.0,2193 days 22:03:07.034922000,6.0,52,19.2,87.57,1.0,62.24,52.0,23.08,92.31,65.38,17.31,13.46,0.0,1.92,7.69,1.92,3.85,0.0,17.31,19.23,1.92,5.77,5.77,25.0,0.0,0.0,1.92,0.0,1.92,5.77,3.85,1.92,0.0,19.23,7.69,11.54,1.92,0.0,1.92,1.92,0.0,5.77,7.69,0.0,0.0,7.69,1.92,0.0,5.77,0.0,3.85,17.31,0.0,1.92,0.0,1.92,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,8.94e+17,Miss Maruchan,Maruchandoll,"San Diego, CA",One piece fan. Love for Fashion. Art . that weeboo shit. Opinionated. Gamer. politics. Cosplayer. make-up. zombies. and kittens💕  =^°^= Half-life fan,206.0,96.0,1.0,8/7/2017 0:07,12893.0,,2854.0,en,colton,Finally an actual student's point of view,Strong Agreement,3.0,13.0,9.67e+17,8.94e+17,2/22/2018 0:06,7 days 09:36:43.000000000,7.0,458 days 22:16:14.034922000,1.0,33,31.44,99.0,2.4,1.59,11.0,21.21,75.76,54.55,24.24,15.15,0.0,15.15,0.0,0.0,9.09,0.0,15.15,15.15,0.0,0.0,3.03,30.3,6.06,0.0,3.03,0.0,0.0,3.03,0.0,3.03,0.0,18.18,0.0,9.09,3.03,0.0,3.03,3.03,0.0,0.0,6.06,3.03,0.0,0.0,0.0,0.0,0.0,0.0,3.03,27.27,0.0,9.09,3.03,6.06,0.0,0.0,0.0,21.21,0.0,0.0,6.06,0.0,0.0,15.15
166,2223600122.0,DaVin🗽💒🇺🇸,vin50c,"Nevada, USA","USAF Vietnam Veteran (former Air Traffic Controller). Retired in the Silver State [Married 38 yrs] #JESUS🙏 #MAGA🇺🇸, #PROLIFE❤, #2A🔫",2131.0,2170.0,12.0,11/30/2013 0:19,14837.0,,11965.0,en,colton,"CNN= 
Counterfeit News Network",Strong Agreement,6.0,14.0,9.67e+17,2223600122.0,2/22/2018 0:06,7 days 09:36:15.000000000,7.0,1804 days 22:04:08.034922000,4.0,7,99.0,50.0,89.63,25.77,7.0,28.57,85.71,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,14.29,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,14.29,0.0,14.29,0.0,0.0,14.29,0.0,0.0,0.0,0.0,28.57,0.0,14.29,14.29,14.29,0.0,14.29,0.0,0.0,0.0,0.0,14.29,0.0
167,9.5e+17,David MAGA🇺🇸🏄‍♂️🐉 #TwltterIsDNCPropaganda💯,DBHnBuckhead2,"Buckhead Village, Atlanta","Trump Supporter Since June 16,2015 #MAGA Support our President @realDonaldTrump TWITTER IS SHADOW BANNING THIS MAGA ACCOUNT BECAUSE #CrookedHillary Lost😂",5206.0,4437.0,6.0,1/8/2018 0:22,2845.0,,56887.0,en,colton,"CNN is a total Dumpster Fire...
#CNNStalkers #CNNDoxing",Strong Agreement,4.0,15.0,9.67e+17,9.5e+17,2/22/2018 0:05,7 days 09:35:55.000000000,7.0,304 days 22:00:39.034922000,0.0,4,92.84,50.0,1.0,25.77,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0
168,108393023.0,Roseline B Andre,roselinebandre,California & Florida,"I wasn't born with a label, please do NOT label me. I am an American!! Not hyphenated!
In God I trust! Christ is the way!
Live the life you have always imagined",1129.0,1164.0,2.0,1/25/2010 0:20,38070.0,,1627.0,en,colton,"@CNN is at it again, no surprises! #CNNisPropaganda #CNNisFakeNews #CNNCredibilityCrisis #CNNTownHall",Strong Agreement,4.0,16.0,9.67e+17,108393023.0,2/22/2018 0:06,7 days 09:36:43.000000000,7.0,3209 days 22:03:09.034922000,8.0,8,92.84,50.0,7.84,1.0,4.0,37.5,62.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,12.5,12.5,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,12.5,0.0,0.0,0.0,0.0,62.5,37.5,0.0,0.0,0.0,0.0,25.0
169,7.64e+17,THX GOD4AMERICA MOM,MomSfbr,"Arizona, USA",Active concerned American mom,892.0,644.0,13.0,8/11/2016 0:23,102698.0,,78088.0,en,colton,Get him on @seanhannity,Neutral,4.0,17.0,9.67e+17,7.64e+17,2/22/2018 0:06,7 days 09:36:06.000000000,7.0,819 days 22:00:03.034922000,2.0,11,31.44,18.16,31.94,25.77,5.5,45.45,45.45,45.45,9.09,0.0,0.0,0.0,0.0,0.0,9.09,0.0,9.09,9.09,9.09,0.0,9.09,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,18.18,0.0,9.09,9.09,0.0,0.0,63.64,0.0,9.09,0.0,9.09,0.0,45.45
170,7.91e+17,Ann Thomas,Sick_of_Bias,,"Political Correctness is destroying our country & I'm tired of the pretend republican leaders who are weak, causing the conservative GOP base to fracture! #MAGA",3096.0,4678.0,3.0,10/26/2016 0:01,40693.0,,15272.0,en,colton,@WPLGLocal10 should be commended for covering this young man's story! #RealNews #MAGA @realDonaldTrump,Neutral,3.0,18.0,9.67e+17,7.91e+17,2/22/2018 0:05,7 days 09:35:59.000000000,7.0,743 days 22:21:56.034922000,2.0,4,92.84,99.0,1.0,25.77,4.0,25.0,75.0,50.0,25.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0
171,64480526.0,Frycook Chef,bixon032,,"Food, Beer, Politics and Guns. Hell what else is there?",1352.0,1423.0,2.0,8/10/2009 0:18,17686.0,,2373.0,en,colton,Ohh but is he smarter than clock boy?,Neutral,7.0,19.0,9.67e+17,64480526.0,2/22/2018 0:06,7 days 09:36:27.000000000,7.0,3377 days 22:04:33.034922000,9.0,13,64.27,93.79,1.0,25.77,6.5,38.46,53.85,30.77,7.69,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,15.38,0.0,0.0,0.0,15.38,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38,7.69,7.69,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0,7.69,0.0,0.0,46.15,0.0,0.0,0.0,7.69,7.69,30.77
172,8.48e+17,Nick,rebarnick9,"New Jersey, USA",🇺🇸 MAGA 🦅🇺🇸.,1854.0,2705.0,6.0,4/1/2017 0:22,5863.0,,5350.0,en,colton,Communist News Network,Strong Agreement,3.0,20.0,9.67e+17,8.48e+17,2/22/2018 0:21,7 days 09:51:22.000000000,7.0,586 days 22:00:57.034922000,1.0,8,37.39,50.0,74.76,99.0,8.0,12.5,100.0,50.0,12.5,12.5,0.0,0.0,12.5,0.0,0.0,0.0,12.5,12.5,0.0,12.5,0.0,12.5,25.0,25.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,0.0,0.0,12.5,0.0,12.5,12.5,0.0,0.0,12.5,0.0,0.0,0.0
173,8.24e+17,Farm Dog,FarmDogMN,,Tired of watching the left turn our country over to what our fore Father's fled. MAGA 💪 🇺🇸🇺🇸🇺🇸🇺🇸,1432.0,2431.0,2.0,1/26/2017 0:02,2559.0,,2918.0,en,colton,CNN is proven to be fake news over and over . This is just another example of the agenda they are pushing for the liberal Democrats.,Strong Agreement,3.0,21.0,9.67e+17,8.24e+17,2/22/2018 0:13,7 days 09:43:07.000000000,7.0,651 days 22:20:28.034922000,1.0,3,92.84,99.0,1.0,25.77,3.0,66.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,8.02e+17,DEPLORABLE JEW,Jwdny_1118s,"Florida, USA","politics, political incorectness, pro American and Israel always.....#maga.. #christians #jews #muslims #allgodschildren ..
#WINNINGBIGLY #blocked #byBRITHUME",1013.0,2361.0,2.0,11/25/2016 0:05,9707.0,,9062.0,en,colton,Not surprised #CNNisPropaganda,Strong Agreement,3.0,22.0,9.67e+17,8.02e+17,2/22/2018 0:07,7 days 09:37:37.000000000,7.0,713 days 22:17:27.034922000,1.0,25,81.4,65.56,20.24,1.0,12.5,20.0,76.0,64.0,12.0,4.0,0.0,0.0,0.0,4.0,8.0,8.0,20.0,16.0,4.0,4.0,0.0,20.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,16.0,0.0,12.0,4.0,8.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0
175,7.81e+17,RyRy,RyRyTheGy,"Idaho, USA","Seek truth, by boldly asking every question which comes to mind. I know nothing. I seek to know everything.",111.0,315.0,1.0,9/27/2016 0:00,1624.0,,7895.0,en,colton,"Well.... there ya have it.
Cartoon Network has cartoons.
Lifetime has bad acting.
MTV has muuu.... ahem... HAD music vids.
@CNN has scripted town halls.
...aaaaand the sky is blue!
Unless the script u were given says green. Then its green. Don't go off script.",Strong Agreement,3.0,24.0,9.67e+17,7.81e+17,2/22/2018 0:06,7 days 09:36:01.000000000,7.0,772 days 22:22:31.034922000,2.0,3,17.96,1.0,98.01,99.0,3.0,66.67,66.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,33.33,0.0,0.0,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,33.33
176,7.81e+17,RyRy,RyRyTheGy,"Idaho, USA","Seek truth, by boldly asking every question which comes to mind. I know nothing. I seek to know everything.",111.0,315.0,1.0,9/27/2016 0:00,1624.0,,7895.0,en,colton,"Well.... there ya have it.
Cartoon Network has cartoons.
Lifetime has bad acting.
MTV has muuu.... ahem... HAD music vids.
@CNN has scripted âtown halls.â
...aaaaand the sky is blue!
Unless the script u were given says green. Then itâs green. Donât go off script.",Strong Agreement,3.0,24.0,9.67e+17,7.81e+17,2/22/2018 0:06,7 days 09:36:01.000000000,7.0,772 days 22:22:31.034922000,2.0,45,22.43,67.16,18.21,25.77,3.75,13.33,75.56,44.44,8.89,4.44,0.0,4.44,0.0,0.0,4.44,4.44,4.44,20.0,4.44,4.44,2.22,26.67,6.67,0.0,0.0,0.0,0.0,4.44,2.22,2.22,0.0,4.44,0.0,2.22,0.0,0.0,0.0,0.0,0.0,2.22,11.11,6.67,0.0,2.22,0.0,0.0,0.0,0.0,6.67,20.0,2.22,13.33,2.22,6.67,4.44,0.0,6.67,55.56,48.89,0.0,0.0,2.22,2.22,2.22
177,9.16e+17,Willie Beau-Beau,WillieBeauBeau,,"#MAGA,#KAG, III%er #POTUS, love God, Family n my Country, #BacktheBlue, support our military, #1A,#2A, #DukeBluedevils, American citizen.",5012.0,5399.0,4.0,10/6/2017 0:15,28627.0,,26775.0,en,colton,I appreciate the honesty in this young man and sticking to his ethics and morals not like the other  little attention seeker and scammer,Strong Agreement,3.0,25.0,9.67e+17,9.16e+17,2/22/2018 0:05,7 days 09:35:52.000000000,7.0,398 days 22:08:04.034922000,1.0,49,44.47,72.97,13.15,25.77,4.45,12.24,65.31,36.73,6.12,4.08,0.0,4.08,0.0,0.0,2.04,4.08,4.08,16.33,4.08,4.08,0.0,22.45,6.12,0.0,0.0,0.0,0.0,4.08,2.04,2.04,0.0,4.08,0.0,2.04,0.0,0.0,0.0,0.0,0.0,2.04,10.2,6.12,0.0,2.04,0.0,0.0,0.0,0.0,6.12,16.33,2.04,12.24,2.04,6.12,4.08,0.0,6.12,48.98,44.9,0.0,0.0,2.04,0.0,2.04
178,898954160.0,Patriot,scoutsoutnow,only Follow those who followme,"Christian Warrior, US Army Ret, Trump Army, Infidel, MAGA, Mech Army Scout Commander, #MAGA #PATRIOT #CONSERVATIVE #ARMY #VET #VETERAN #NoDACA #AmericaFirst",3979.0,4078.0,2.0,10/23/2012 0:02,1043.0,,5436.0,en,colton,"CNN staging another fake ""unprogramed"" town hall!",Strong Agreement,6.0,26.0,9.67e+17,898954160.0,2/22/2018 0:17,7 days 09:47:16.000000000,7.0,2207 days 22:21:12.034922000,6.0,24,71.61,20.24,91.31,99.0,24.0,20.83,83.33,54.17,16.67,8.33,4.17,0.0,4.17,0.0,8.33,8.33,12.5,0.0,0.0,12.5,4.17,0.0,4.17,4.17,0.0,0.0,0.0,8.33,8.33,0.0,0.0,8.33,8.33,16.67,8.33,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,8.33,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,7.28e+17,Proud Deplorable Hillbilly,notbuyingthat54,"New York, USA","#NoJustice4Kate  ❤️🙏❤️ #SupportNRA   Grateful for family, friends.💞💖💞  Proudly support @POTUS💖 @FLOTUS 👠🌹👠  #USA🇺🇸  #MAGA🎉",7956.0,6387.0,126.0,5/5/2016 0:21,261017.0,,212488.0,en,colton,"Shocked......

No...not even a bit!  This is #CNN @jaketapper @ChrisCuomo 

#ShameOnCNN 

#CNNTownHall",Strong Agreement,5.0,27.0,9.67e+17,7.28e+17,2/22/2018 0:05,7 days 09:35:51.000000000,7.0,917 days 22:02:17.034922000,2.0,7,67.14,50.0,89.63,1.0,7.0,42.86,57.14,14.29,14.29,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,14.29,14.29,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,0.0,28.57,0.0,0.0,0.0,42.86,0.0,0.0,0.0,14.29,0.0,0.0
180,3115778042.0,Dave,depraved_dave,"Illinois, USA","I think President Trump is a great president. He's just a guy, who happens to be a billionaire, that got sick of our government raping us.    #MAGA #KAG #2A",1069.0,1658.0,0.0,3/29/2015 0:18,6394.0,,2556.0,en,colton,CNN is evil.,Strong Agreement,3.0,28.0,9.67e+17,3115778042.0,2/22/2018 0:05,7 days 09:35:50.000000000,7.0,1320 days 22:05:08.034922000,3.0,13,23.17,1.07,1.4,1.0,4.33,38.46,69.23,46.15,7.69,0.0,0.0,0.0,0.0,0.0,7.69,7.69,0.0,7.69,7.69,0.0,15.38,7.69,0.0,0.0,0.0,0.0,7.69,15.38,0.0,15.38,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.38,69.23,0.0,0.0,7.69,0.0,38.46
181,17484454.0,Deplorable Drac,drachman56,United States of America,"Made in America ~ In God We Trust ~ ΜΟΛΩΝ ΛΑΒ ~ ~ 4 boxes keep us free..The soap box, ballot box, jury box, & the cartridge box ~ ~ PLM NRA 🇺🇸",4767.0,4795.0,13.0,11/19/2008 0:11,2960.0,,15382.0,en,colton,"Evidence in hand and @CNN #FakeNews denied allegations,",Strong Agreement,3.0,29.0,9.68e+17,17484454.0,2/25/2018 0:02,10 days 09:32:00.000000000,10.0,3641 days 22:11:30.034922000,9.0,3,17.96,50.0,1.0,1.0,3.0,0.0,66.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0
182,2958358343.0,AnnieO,StcyrAnnie,"Midwest, USA","Nosy me....Right leaning woman in search of truth. #BackTheBlue #Christian #deplorable #MAGA 
I'm on https://t.co/nc2YoTgHON  @AnnieO",2339.0,2615.0,9.0,1/3/2015 0:12,60879.0,,19405.0,en,colton,The left never lets a tragedy stand in the way of their dishonest policy pushes. It reminds me of how they mistreated Evan Todd after Columbine.,Strong Agreement,3.0,30.0,9.67e+17,2958358343.0,2/22/2018 0:16,7 days 09:46:01.000000000,7.0,1405 days 22:11:07.034922000,3.0,8,92.84,50.0,74.76,25.77,8.0,37.5,62.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,12.5,0.0,0.0,12.5,0.0,12.5,0.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,37.5,0.0,12.5,0.0,0.0,0.0,25.0
183,3225642185.0,AmericaWeTrust,america_trust,"New York, USA",#TrumpPence16 #TrumpTrain #MAGA #AmericaFirst #DrainTheSwamp #1A #2A #NRA #BuildTheWall #ProLife #Veterans FOLLOW ME ON➡️https://t.co/vy2VGnw9bi @AmericaWeTrust,1701.0,1462.0,10.0,5/1/2015 0:00,12096.0,,18323.0,en,colton,"So, there are people that don't know #CNNFakeNews is a biased Liberal News Parody!?",Strong Agreement,3.0,31.0,9.67e+17,3225642185.0,2/22/2018 0:15,7 days 09:45:55.000000000,7.0,1287 days 22:22:28.034922000,3.0,26,82.0,77.92,83.83,1.0,13.0,19.23,73.08,53.85,19.23,15.38,3.85,0.0,0.0,7.69,3.85,11.54,15.38,0.0,7.69,3.85,3.85,11.54,3.85,3.85,3.85,0.0,0.0,3.85,0.0,3.85,0.0,11.54,0.0,7.69,0.0,3.85,0.0,0.0,3.85,0.0,0.0,0.0,0.0,7.69,3.85,0.0,3.85,0.0,3.85,3.85,0.0,23.08,3.85,11.54,7.69,3.85,0.0,7.69,7.69,0.0,0.0,0.0,0.0,0.0
