screen_name,text,stance,count
Marcia4MoVal,If it reeks like garbage...it is.,Strong Agreement,3
MarciaBunney,Report him - itâs the best action to take.,Strong Agreement,4
MargretKate,Um for your information he was at the White House.,Neutral,4
MarkSchwartz76,"Today assault rifles
TOMORROW right to assemble
Then our right to worship on an on",Strong Agreement,4
MarkWingerd1,"OK!
Mobilize!
- Iowa Progressive Emerges As
Serious Challenger To Congressional Republican Steve King
- https://bit.ly/2ITS4fm 
- Candidate : J.D. Scholten
- Volunteer to Phone Bank
    https://www.scholten4iowa.com/Join-The-Team/Volunteer â¦
- Contact: info@scholten4iowa.com
I did - - And for Conor Lamb, PA-18",Neutral,3
Markis4America,THIS is what teen murderers look like after they've killed their friends and been bought off by the Democrat Party. On their way to help set up another killing spree.,Neutral,3
MarshaPeters919,"@Acosta is a rude baby

Give him hell @PressSec",Neutral,3
Martin_Ellinger,Throw your phone away please.,Neutral,3
Maruchandoll,Finally an actual student's point of view,Strong Agreement,3
Max_VikingAxe," We don't deliver the news, we craft the News.This guys need to be called out for this to its core!! This goes so much deeper! @realDonaldTrump",Strong Agreement,3
Max_VikingAxe,"@CNN âWe donât deliver the news, we craft the Newsâ This guys need to be called out for this to its core!! This goes so much deeper! @realDonaldTrump",Strong Agreement,3
McKennaConnect,Good lord.,Neutral,3
MegWell17,This tweet didnât age well.,Neutral,3
Melvitech64,"When they deny someone an interview, it's ok, But when Trump denies them an interview and call them fake news, It's denying them their amendment rights and they go REEEEEEEEEEE.",Neutral,4
Meow4Panthers,"We marched from Bo Diddley Plaza, Gainesville, Florida! Thank you so much to the Speakers & the Students & the people of all ages who came out to march in support of #MarchForOurLives",Strong Agreement,5
Mganim4Ganim,#FakeCNN working feverishly to turn USA into Venezuela!  Itâs actually hilarious at this point.  WE NEED MORE GUNS! God bless our 2nd amendment,Strong Agreement,3
MikeStuchbery_,"Merchandise, you clown.",Neutral,3
MikeTiner,"From 1776 until 1999, 223 years, NO SCHOOL SHOOTINGS, despite the presence of Guns & Mentally Ill people. WHY NOW? Deep State Cabal NWO agenda to disarm America Targeting mentally Ill to Kill;",Weak Agreement,3
Miminy,"I don't see the ""talent show filming"" on the Mall whose
permit bumped @AMarch4OurLives to Pennsylvania Ave.",Neutral,5
Minerva452010,Awesome March For Our Lives protest march that rocked Washington !,Strong Agreement,5
Minerva452010,"The politicians need to look at this photo....850,000 people marching on DC, marching with a message to Capitol Hill......ban the guns now !",Strong Agreement,5
MissTrinia01,Nice try...,Weak Disagreement,4
MomSfbr,Get him on @seanhannity,Neutral,4
Morgyau,"Rights idiot?  What happened to the biggest right we have? "" The Right to Life""  which is also in the constitution and which you are advocating you would take away",Strong Disagreement,6
MsSwis,"#TheGreatAwakening !

#ObamaGate #Treason #PayToPlay #SecretSociety #FakeDossiers #FBI 
#CIA #FakeNews #Mockingbird #MKUltra #Orion #BigPharma #WilliamCooper #BeholdAPaleHorse #ParklandSchoolShooting #187 â¦

#InternetBillOfRights #NRA 
#WeThePeople #MAGA #TheStorm #QAnon",Strong Agreement,3
MyKidsHavePaws,"Imagine that? You promoted LIARS AGAIN!!! Anyone who believes ANYTHING you say is NUTS! I guess some people are ok with liars! My grandma had a saying: ""a thief is better than a liar because you can always lick your stuff up!"" She was right!
#Resistance",Neutral,3
MyOzFeed,"What a brilliant success!
Now the hard work starts ",Strong Agreement,7
NFL_Kneelers,@CNN is a bunch of posers! IOI would be proud of them! What a big fail! Thank you for sharing.,Strong Agreement,4
NLSTWLK,Cnn is fake,Strong Agreement,3
NRABoycott,Do you have an estimate for the total everywhere?,Neutral,4
NannyLee5,@poorman and another... and FBI agents son.... confused .....,Neutral,4
NedRyersonPunx,Oh BS.,Neutral,3
NickKohlhepp,Young minds full of mush are so easy to manipulate,Neutral,3
Nickarama1,"Try adjusting to reality -200,000.",Strong Disagreement,3
NoVaTwitr,Youâre struggling badly. Try different lies you lying pig.,Strong Disagreement,5
NolesSC,"Actually 200k, but who's counting.....",Strong Disagreement,3
NonTexanInTexas,"If you had ever been interviewed by a television reporter you would know that as soon as the bright light comes on and camera is rolling, it is very difficult. This isnât someone being coached. These are a nervous childâs outtakes. You. Are. Insulting.",Strong Disagreement,8
NormDePlume69,"You people have issues. You need to get outside and get some fresh air and exercise and rethink your life choices.
Attacking survivors of a school shooting if the bottom of the barrel.",Strong Disagreement,8
Nunyabiz1111,Good for you Colton Haab.,Strong Agreement,4
OkmakeReady,FKN amazing!!  Thank God we still have kids with intelligence not just feelings!,Strong Agreement,4
OnlyTruthReign,"You know he graduated from California high school, how to hell did he become, over 20 years old a Parkland high school student, that does not make sense.",Strong Agreement,3
PJ1963Indy,A tool of lefties- exposed.,Strong Agreement,4
PNWliving1982,You do realize this kid will now be vilified by the left for speaking out.,Neutral,4
PamelaBlack3160,#VoteThemOut,Strong Agreement,3
PapaAtena,CNN is now bullying him and his family. #IStandWithColtonHaab,Strong Agreement,3
Patrici43377656,That is so cool,Weak Agreement,4
PaulHook_em,@seanhannity,Neutral,3
PeacemakerRD58,"Gotta love their spirit and faith, but within months of these events passing, reality will set in and the position that their parents found themselves in, in their youth will come to light. Protests do little but allow emotional people to vent their frustrations.",Weak Disagreement,5
PeacemakerRD58,"The opposition will outlast you and assume that you and your twisted opinion will go away. Your only hope for change, is to get out and vote for others that feel like you do. Those that believe they can provoke change, if given the chance. VOTE!!!",Weak Agreement,3
PenWize,"@JacobWohl HAHAHAHA just like trump, you have zero comprehendion skills. HAHAHA",Strong Disagreement,3
PennyHicks13,You see who else is pro-legally armed citizens.,Weak Agreement,3
PennylessChurch,"Help me out here, do the math... I lost count.",Neutral,4
PetePerkins8,"They botched trying to the the election for killary, now,  this is plan B.",Strong Agreement,4
PoliticDeb,Not true.   March for Our Lives organizers dramatically inflate crowd size.,Weak Disagreement,4
PoliticalDoodle,Where's my money????,Neutral,3
Politicallyin18,Lord knows that these lazy basements dwellers wouldn't have done it for free.,Weak Agreement,3
Preredacted,"Its tough seeing the pain in their faces from the tragedy, no? #rottenindenmark",Neutral,3
ProudCowpoke,Look how happy they are for all the attention. Not a tear for a classmate.,Neutral,3
ProudOkie897,The FBI knew about the shooter and didn't nothing.  It is looking more and more that this was not a mistake but the FBI intentionally ignored the warning so that they could use the event to promote gun control,Weak Agreement,3
Psyberus,Busted lying and doctoring emails.,Neutral,4
PutinPlants,Someone told me he goes by Lucian Einhorn. They also said every place he's been assoc. with has had the Federal Emergency Mngmt. Investigating. Mr. Einhorn sounds like a bad boy.,Strong Agreement,3
QueenDPortugal,This is shocking,Weak Agreement,4
QueenofDrkns,When are you going to jail and will they keep you off the internet?,Strong Disagreement,3
RBerg08674810,What a sham. These people use tragedy to further their scams. Falsely claiming to be harmed and someone you are not for personal gain is FRAUD!!,Strong Agreement,3
RHinegardner,@CNN sucks,Neutral,3
RKJ65,Are you going to retract this tweet now that the story has been debunked?,Strong Disagreement,3
RLC09486867,You should be ashamed of yourself.  Did you survive being shot at?  NO! So shut up.,Strong Disagreement,4
ROTTENCORPSE,yeah...not so much. http://www.foxnews.com/us/2018/03/25/march-for-our-lives-dc-crowd-smaller-than-organizers-estimates-imaging-company-says.html â¦ throw who out? Cars and planned parenthood kill more than guns...when are those march's planned... people kill...not things...good luck trying to take guns from legal owners.. not gonna happen,Strong Disagreement,4
RagnarD1776,I have the right to my life and therefore the right to protect my life against those that have or threaten to initiate physical force against me.  Whereâs the flaw in that argument?,Weak Disagreement,4
RandomlyRyan_CG,"Someone show this to .@joerogan - He said on his podcast HE DOES NOT BELIEVE PPL GET PAID TO PROTEST!

Here you go sir, proof.",Strong Agreement,6
RaptorsUniverse,Says who that he was censored?,Neutral,5
RealLifeOnline1,Yes together you are very powerful but all of your effort will be useless unless you get your 18 year-old voters registered for midterm election and vote the #Republicans party out of power they are the #NRA friends then you will win!,Strong Agreement,3
RealSSGH,Imagine my shock.,Strong Agreement,3
RedinVa2,"The Liberals used to try to silence us by calling us racists.

That doesnât fly anymore.

Now they call us conspiracy theory nuts...And it was actually Hillary, the DNC, and our own FBI which almost framed our President for a Russian collusion story that they created.",Neutral,4
Republikid1,"CNN is fake news, you heard it from this kid",Strong Agreement,3
Reynoldsa69,"let's not forget...one of they're own...killed them.....
our kids have a disrespect problem..
no respect for personal property..no respect for life....a gun did not kill....
a disrespectful teenager did..
drinking and driving..drugs..and abortion are killing more than guns#potus",Neutral,4
RiaHale,FBI NEEDS TO BE SHUT DOWN BC OF CORRUPTION,Strong Agreement,4
RickMartlnez,This kid is hope for the future.,Weak Agreement,3
Robbin_Young,RTâd,Neutral,4
Robert_W_GA,Hey @JesseBWatters get a look at this!,Neutral,3
RobinPa77,@chucktodd @JoeNBC @SavannahGuthrie @GStephanopoulos @Lawrence @donlemon ( whore promoter) @brianstelter @AC360 @JohnKingCNN @wolfblitzer @Acosta @HARRISFAULKNER @trish_regan,Neutral,3
RockerC96ci,Any cop with any interview skills can see heâs lying from his eye movements.,Strong Agreement,5
RocktheStageNYC,"Digital Design & Imaging Service in Falls Church, Virginia, estimated the peak crowd size at 202,796, with a 15 percent margin of error, according to CBS News.

And the majority of them were adults. So much for a ""youth movement""",Weak Disagreement,4
RomundoB,I guess all the kids parents are FBI agents gtfooh,Strong Disagreement,3
Rosemarie4311,And????,Neutral,4
RuntotheRight,Typical...,Neutral,4
Rutro19,"Yeah, that's not what's being advertised. Looks like a third party jumping in to make money by selling merchandise to me.",Weak Disagreement,3
RyRyTheGy,"Well.... there ya have it.
Cartoon Network has cartoons.
Lifetime has bad acting.
MTV has muuu.... ahem... HAD music vids.
@CNN has scripted town halls.
...aaaaand the sky is blue!
Unless the script u were given says green. Then its green. Don't go off script.",Strong Agreement,3
RyRyTheGy,"Well.... there ya have it.
Cartoon Network has cartoons.
Lifetime has bad acting.
MTV has muuu.... ahem... HAD music vids.
@CNN has scripted âtown halls.â
...aaaaand the sky is blue!
Unless the script u were given says green. Then itâs green. Donât go off script.",Strong Agreement,3
S83865267Monica,I am not surprised.,Weak Agreement,3
SCNewsFan,Your crazy is making my head hurt. WTF.,Strong Disagreement,3
SERD1983,This tweet should go VIRAL!!!!!,Strong Agreement,3
SL_OKC,"Question 
Why do you want 

The Real Woke Bro

To see this?",Weak Agreement,3
STSTWO,Apparently #FakeCrowds,Neutral,5
SWPerth11,@CNN bias and scripted? Well colour me shocked!,Strong Agreement,3
SandraLeePayne1,Where were these people during Obama Pres.!!!????,Weak Agreement,3
SaraRucraZy,Damn.,Neutral,4
SarcasticNiffer,And this is why. He wouldn't follow the script.,Weak Agreement,3
SawyerBrittain,@cnnbrk @CNN stop the bias! #stopbiascnn #CNNFakeNews not a Russian @POTUS @realDonaldTrump,Neutral,3
ScarletRoseRed,"The minute you heard there was a DC March, you knew Soros Cash was flowing and Van Jones is on the job, etc etc etc....",Strong Agreement,5
ScarletRoseRed,"U know that DIMS & RINOS HATE HATE HATE anybody who practices SELF-DEFENSE again MURDEROUS DIM HESSIANS.
DIMS voraciously defend their rapists & murderers against EVERY  MEASURE of DEFENSE.
That's why they BLOCKED Capital Punishment back in 1963
U've BEEN n DENIAL EVER SINCE THEN",Neutral,4
ScottDavidson54,"Nope. As the pro-fetus crowd continually proves, you don't care about living children, By your own ACTIONS you prove this. So no one is killing people, because living beings don't matter to you. Can't have it both ways, being soulless and spineless and trying to act righteous.",Strong Disagreement,4
Seeking_Beta_69,Fake News,Neutral,5
Seizetheday1200,OF COURSE CNN ALTERS QUESTIONS should be closed in any future election debates and if I was not a DEM I refuse to speak to the network,Weak Disagreement,3
SenatorObvious,"It isnât enough that a MAGA hat wearing shooter killed 17 kids, now the fascist right has to attack them further. Youâre disgusting.",Strong Disagreement,8
Shambalah010,"Perfect example of how the Mainstream Media aka ""Project Mockingbird"", ensures their minority liberal narrative is never derailed by the majority of conservatives aka ""We The People"". STOP ALL FORMS OF CENSORSHIP!
#MAGA",Strong Agreement,3
Sheilas11,Great find!!!,Strong Agreement,5
Sick_of_Bias,@WPLGLocal10 should be commended for covering this young man's story! #RealNews #MAGA @realDonaldTrump,Neutral,3
Skepticalfa,The Citizen was guilty of WrongThink. It was right to suppress his WrongSpeech. He could have spread his WrongThink. The reeducation camps are very concentrated now. Should they become too full...,Neutral,5
SmithHeddi,Glad to see this kid had a mind of his own!,Strong Agreement,4
SoCalOCPatriot,PP is also involved with this.  Unbelievable that they mutilate babies and sell their parts but still on the wagon for gun control.,Weak Agreement,3
SpaceGhost_75,But I thought we were supposed to listen to all of the kids ? Like yesterday ?,Neutral,5
Speedy62269,Again - HMMMM,Weak Agreement,3
Speedy62269,That's how the MSM works... they do NOT give a rats ass about the TRUTH; just their BIASED version.,Strong Agreement,3
Spockout1,#MarchForOurLives #neveragain,Strong Agreement,4
StateofBall,Yâall are psychotic to believe this,Strong Disagreement,6
StcyrAnnie,The left never lets a tragedy stand in the way of their dishonest policy pushes. It reminds me of how they mistreated Evan Todd after Columbine.,Strong Agreement,3
SteveTatum85,"Reminds me of the time CNN scripted, coached, and directed a fake rally in London just like a Hollywood film crew. Also, their fake satellite remote where two correspondents pretended to speak to each other long distance via satellite but were in the same Phoenix parking lot.",Strong Agreement,5
Stevie_V2,"he was a good guy with a question, right?",Neutral,5
StuartEdgar1978,What if i told you i can stop gun violence in America? You'd say BS. Right? But i can do it without gun laws nor BS legislation. I have designed groundbreaking safety devices that WILL trap shooters and segregate them from other people. My iventions are simple and will do it.,Neutral,5
SueCQ58,#FAKENEWS,Neutral,3
SueCQ58,"Stop spreading blatant lies! #ParklandStudents are speaking out in their own, without help. Todayâs young adults are intelligent articulate and aware of current events. They witnessed a horrific event and want to prevent it from happening again.",Strong Disagreement,7
Suectoo,Iâm more apt to believe it was the NRA being underhanded as usual! No one needed to be paid to protest; these people are passionate!,Strong Disagreement,3
Sugarbum1111,You are sad,Weak Disagreement,3
Susanwo61075281,I have not heard any empathy from him! His angry face & obvious agenda does not lead to solutions! Just telling me how to think! NO WAY LIBS,Strong Agreement,3
SuzyQtrue,"#Patriots! We need your help to undo the censorship rampant on the webs!
Surprise!  It looks like someone is messing with the petition numbers!
#InternetBillOfRights Sign, confirm, check spam, cookies 

https://petitions.whitehouse.gov/petition/internet-bill-rights-2 â¦ â¦  
#QAnon  #Fakenews = FAKE   TY @POTUS 4 ur work!",Strong Agreement,4
TCribby,That explains why many at tge event were so clueless about that they were there for. Define assault weapons...Ahhhhhhh,Weak Agreement,3
TFisherwa,"Dude, you need to get a grip",Strong Disagreement,5
TLYNNB7,"Of course they did!!  If people didn't already HIGHLY suspect that, then they are naive or they're not paying attention.",Strong Agreement,3
TNGradPa,"Soros, Democrats, Globalist, can't take over citizens if they are well armed.",Strong Agreement,3
Taipan30,This is the 2nd or 3rd thing coming out of Buzzfeed that doesn't fit their mold. Are they trying to be real journalists now? Doubtful but maybe the tide is starting to turn.,Neutral,3
TammyMWebster,CNN only wants to spread their narrative. These JROTC members would be the ppl that CNN would look for if there was an active shooter. Canât bounce bullets off of fake news!,Neutral,4
TapiaCorel,"So YOU are citing your OWN article???????????
SERIOUSLY???????????????????
Like that makes you legit??????",Strong Disagreement,6
TapiaCorel,"Why don't you so something as significant, or are you incapable and can only be a parasite, feeding off of others' achievements? Hmmmm?",Neutral,3
TarminGrainy,"People have minds of their own, Lucian. This is still America.",Weak Disagreement,4
TechQn,"What do you have to say for yourself @CNN?
Dont you think your liberal FAKE NEWS bias has gone to far?
@FoxNews @seanhannity @TuckerCarlson @IngrahamAngle this is something you need to look into",Strong Agreement,6
TerriLynn510,Liar! #RussianTroll go collect your check,Strong Disagreement,6
TerryStAug,This has been debunked!,Strong Disagreement,5
The13th_Ghost,Nope......,Weak Disagreement,4
TheBikeAttorney,They just debunked this one too pizza clown.,Neutral,5
TheDallasRivers,"Hiring vets is the thing they want. 

they only want to take away our guns.",Weak Agreement,4
TheKatWill,My son and I were there from Ohio! #EnoughIsEnough,Strong Agreement,4
TheLadyofLedger,"This is what you call heavily coached?....and told what to say?...no, the kid is nervous with a camera in his face. Keep chug-a-luggin that #Trumpberrykoolaid.",Strong Agreement,3
ThePeanutFiends,People called me heartless for having the audacity to claim the kids interviewed by CNN seemed to be reading off a script.,Strong Agreement,3
TheRealMagali,"More people than showed up at the last presidential inauguration, I think?",Weak Agreement,5
TheRedMantisEye,https://twitter.com/chiweethedog/status/966179087717892096 â¦,Neutral,6
TheTwoMajesties,"Don't mislead people. Haab wanted to make an intro speech with 3 followups, CNN said, one question only like everyone else. Haab's father pulled him out. The townhall featured plenty of proNRA people. Nobody was censored, quit screaming victim.",Strong Disagreement,3
The_Gray_Alien,"@cnnbrk posted video segments all night as the town hall was happening. Did anyone see that video segment of everyone booing a story about a rape that could have possibly been avoided if the woman had a gun? Yeah, neither did I.",Neutral,4
The_Smirker,CNN's  narrative was too important.,Strong Agreement,3
ThoughtsNotBots,It only takes a few bucks folks. Crisis Actors take a group selfie just before the tears flow and the anti gun stories flood the media.,Strong Agreement,3
TimSullivanAtty,Liars,Weak Disagreement,3
TirriGuy33,What? Thatâs double the people who showed up at the Jerk inauguration!,Weak Agreement,3
TobyResier,OUR?,Neutral,3
TomWestLoop,You are disgusting.,Strong Disagreement,4
TonjandHaleg,This is too fantastic to be a coincidence.,Strong Agreement,4
TonyKulesza,Its all about their upbringing. Not surprised he is a direct contribution from the lions of one of our FBI agents.,Strong Agreement,3
TotesMcGotes,Jesus.,Neutral,3
TrFargo,An imaging company just announced that your estimate is 4 times the number of people that actually showed up. Nice try!,Strong Disagreement,4
TracieLiberty,Is anyone surprised?,Weak Agreement,3
Trice0610,They haven't gotten to all of us. Phew! Good job on calling out these fakers. No integrity @cnn. Shameful that a child has to call out the adults in the room. His parents shld be proud in raising a future leader,Strong Agreement,3
TrumpHappiest,"I do have to say, every student who I have heard speak from this school has been very articulate! Very good school and excellent parenting!",Neutral,3
TrumpWillWinnn,"#Hogg #Hoggwash #gunsense #GunsSaveLives 
Paid activist.
The Agenda? 
Give up your guns so you can't defend yourself.",Strong Agreement,6
TrumpsWirl,Hahaha 850k? A joke? Yup!,Strong Disagreement,4
Truthdojo,What was accomplished exactly?,Weak Disagreement,4
Twin_Travel,#done,Neutral,4
Twin_Travel,"Yeah, as thousands of us already know, #DavidHogg & his Youtube selection where he tries to get a beach guard fired in Southern California has been pulled #censorship",Strong Agreement,3
USCtzn100,"Why would the republicans continue to denigrate one of the finest American institutions? Because they want to deligitimize our government.

Theyâre attacking the FBI, CIA, State Dept, EPA, NSA, CFPB, etc. Big difference in tear down and fix.",Strong Disagreement,5
US_Patriot_BN,"These Florida Shooting survivors are obviously being coached by the liberal-left media. Every person that is coaching these kids and politicizing them for their own agenda is just as sick as the Florida school shooter is.

#Sick #Sad #Shame #LiberalHate",Strong Agreement,5
UneducatedLoser,Why would the FBI not use it to save face after dropping the ball? These people are stupid.,Strong Agreement,3
UnmaskDarkness,DWS.... smh,Neutral,3
Uroncrack,Cnn sks,Neutral,4
UrsulaRodgers11,"They did that for the Antifa protests, paid them and bussed them to their protests. Soros and Deep State working hard to get power back and big government in charge. They can stop we all know whatâs going on. The power stays with us",Strong Agreement,7
VaMercedeslady,@RealDonaldTrump@SeanHannity@LauraIngraham read,Neutral,3
VenicePaulie,You are as sharp as jello,Strong Disagreement,3
Vickiwhatever,Listen to Jimmy Dore on a NSA whistleblower on corruption,Neutral,3
WallaceKennett,"""I can't remember my lines!""",Neutral,3
WendyPeterPan4u,"EVERYONE KNOW THE GUY SPREADING THIS BALONEY .... CAME UP WITH PIZZAGATE 

CONSERVATIVES HAVE SADLY BECOME BRAINWASHED TOOLS OF THE RUSSIANS

#RESIST THEIR LIES #FBR",Neutral,6
Wesmoms,"Why the hell is planned parenthood sponsoring these ""kids""? Planned parenthood KILLS children in the womb, yet they're sponsoring these ""kids"" in their march for life? #hypocrites #Hypocrisy #PlannedParenthoodMurdersChildren",Neutral,3
Wilfredo_Rosado,Youâre a pathetic idiot!,Strong Disagreement,6
WillieBeauBeau,I appreciate the honesty in this young man and sticking to his ethics and morals not like the other  little attention seeker and scammer,Strong Agreement,3
WinnaWinna2016,"I'd have to imagine after the 
Many recent Failure of the FBI to do anything for the last bunch of shooters it knew about, would be a great reason too",Strong Agreement,4
WriteTonight,"There is no such thing as a #ConspiracyTheory. It will all come true, as in #fiction ... somewhere in time.",Weak Disagreement,3
YourAuntieMame,CRISIS ACTOR!! Hogg is outed!,Strong Agreement,5
ZemanLynnZ,You need professional help @lucianwintrich ... sooner than later,Strong Disagreement,3
_Dilios,Child??,Neutral,3
_Ian_Barnett_,People better wake up,Strong Agreement,3
_SLNovak,Lies and the lying liars who tell them.,Neutral,3
__SERIOUSLY___,"Inflated the numbers A LOT there, tell the TRUTH:  It was 200K  NOT 800K",Strong Disagreement,3
aaa111333zzz,"IN OTHER WORDS, THEY'RE NOTHING BUT CHILD PROSTITUTES, BEING PAID TO SERVICE BARACK OBAMA AND GEORGE SOROS???

ISN'T  THAT ILLEGAL???",Strong Agreement,5
adjunctprofessr,Awesome job!,Strong Agreement,3
airbornelayer88,"Not everyone ran for the cameras, some ran to shield others
https://twitter.com/RealSaavedra/status/966577114655805442 â¦",Neutral,4
ajr1775,Free supply of astroturf for life.,Neutral,3
alexnason,"Factoid: Universities have been arming their campus security over the past ten years. It's not a new idea. It's a new world. In fact, once elementary and high schools start down that path any who don't can be held liable.",Neutral,4
alienfriendly,"They paid them commission to sell items like buttons, T-shirtâs, etc... the commission was estimated $120-$300 but that was to work... not to march!   Plus commission estimates are always bogusâ there is enough bad out there, 95%+ werenât even give this option???",Weak Disagreement,3
allrightjoeO,"Bullshit, less than 300,000",Strong Disagreement,3
america_trust,"So, there are people that don't know #CNNFakeNews is a biased Liberal News Parody!?",Strong Agreement,3
americansparky,To try and take the attention from their lack of investigation after getting tips that could have prevented this http://massacre.Fire  them all and start over.,Strong Agreement,3
amohgyebi,"Liars, you lying about the figures, reports claim about 200,00",Strong Disagreement,5
anamiii,Do you all have the numbers from the sister marches? Wondering if there were more people on the streets than NRA members in total,Neutral,4
anastunya,Not the first time @FBI involved in using children!  #FollowTheWhiteRabbit,Strong Agreement,3
anderfinn,"Never been more heartbroken or inspired. Yesterday, we marched. Now, we #VoteThemOut. Thank you for leading.",Strong Agreement,3
angelstarfl7,Thanks for sharing that truth needs to come out!,Strong Agreement,3
ann01138178,Sad!,Weak Agreement,3
annszipszky,It doesn t fit CNN s agenda! Good for Colton!,Strong Agreement,3
annszipszky,It doesnât fit CNNâs agenda! Good for Colton!,Strong Agreement,3
anthonyabatemar,@cnn Fake News,Strong Agreement,3
apostlelaurind4,this is y turning America in2 a (excuse the term) sh*thole country will never work ... paid protesters will never fight2the death 2 defeat American Constitutional Rights & the defenders of the US Constitution Will !!!!!!,Weak Agreement,3
ar15_gun,"Fake news alert. There was not 850k people in DC, there was only 200k. Next time find someone to properly dress the kiddies. https://s7.postimg.org/rr09g0tvv/image.jpg â¦",Strong Disagreement,4
armkevgto,BS,Strong Disagreement,3
arrowsmithwoman,#ColtonHabb #ScriptedQuestion #ShallNotCensor,Strong Agreement,4
atxflyboy,@IngrahamAngle @marklevinshow @SebGorka @seanhannity @LouDobbs @mitchellvii @Liz_Wheeler @foxandfriends @BreitbartNews @mitchellvii @dbongino @JackPosobiec @DLoesch,Neutral,4
auntbea23,"Knew it had to be something like that. When have you ever seen teenagers get sudden funding, transportation and organization.",Neutral,3
awinktrump2020,"Of course they did. Does anyone really believe they put all this together themselves?? Ask them a question about guns, NRA, or 2nd amendment and I can almost guarantee 90% wouldn't get any question right",Strong Agreement,3
bRedRep,is the truth. Leftist protest and cry. Conservatives vote and work their asses off.,Strong Disagreement,4
baller6388,The true crime is overcrowding in jails which doesnât leave room for sickos like Cruz. The easiest and best way to reduce overcrowding is to (big surprise) KILL the people on Death Row.,Neutral,3
big_pete87,CNN fake news,Strong Agreement,4
bixon032,Ohh but is he smarter than clock boy?,Neutral,7
bjorn_igar,"Our young people have every right to take control, reinstate representive integrity and chart their own course into the future. I can give you $21Trillion reasons why. #TheResistance",Weak Agreement,3
bking12_bryan,"The gig is up youâve been caught, just like all of the other protests that Soros funded.",Strong Agreement,5
bmaat99,"clear headed, clear spoken. good training.  and no ""flubbing"" of his lines because they aren't ""lines"".",Neutral,4
boomer78910,"*Vets took oath to defend Constitution; not a party or person.
*Anti-constitutionalists exploit what they can to end USA and constitution.
*2A exists because of/to protect from, Govtâs abuse. 2A guarantees 1A!  
*Europe = catastrophe so donât preach to U.S. from your pigsty.",Weak Agreement,3
bordongrote,They look like they're going to spring break.,Neutral,3
borntobefired,With David Hogg's CNN relationship is @CNN providing guns to school shooters?,Neutral,4
branan_edgens,So 17 kids are killed and your rage is directed at... one of the survivors? Just making sure I'm reading your statement correctly.,Strong Disagreement,4
brenzachip,"On Dr. Phil today.
Things that make you go Hmmmmmm....",Weak Agreement,4
briangreen710,March all you want. You are sheep for a liberal agenda. And im keeping my right to bare arms!The constitution is much more powerful than a bunch of tide eating misguided kids!The media refuses the kids that are pro gun to exercise their 1st Amendment right. Yall ok with that?,Strong Disagreement,7
briantopping66,Approve questions? We are living in dangerous times. Everyone must be heard! What blows my mind is that democrats are responsible for 80% of gun related violence. #DemandTheTruth,Strong Agreement,3
bridget4kicks,BTW #DavidHogg is NOT a Florida high school student. He's actually a graduate of a high school in California.,Strong Agreement,3
brittshow,Youâre a moron.,Strong Disagreement,5
brrider,"This is a perfect example of remembering lies
The facts that you experience is not hard to remember what happened
The fact is this is why police use video when talking to them bc they will ask you the same question in a different way
The story always changes in lies=he is liar",Strong Agreement,7
bubbyCovfefe411,Thank you. Vote Republican& #MAGA.,Strong Agreement,4
buybuydandavis,They look devastated by their grief over their fallen classmates,Neutral,3
cajungirl4good,Always knew these kids had ties to #Soros . The parents need to have a Mental background check.,Strong Agreement,3
caroldon46,David Hogg the con artist,Strong Agreement,3
cduff22,"To use FBI agents son, as staged acting front for this gun grab is treasonous. Now I know the FBI is killing our kids in school. Mr. President what the fuck are you doing?",Strong Agreement,3
chachmalone,Anybody surprised that @cnn scripted questions?(Didnât they give Hilary questions too) we all know @cnn ânewsâ is fiction!,Neutral,5
chadfelixg,His account appears to have been suspended.,Neutral,3
charliemac60,"Hitler used Children to spread his propaganda, So why wouldnât the Left Communist? If you look back in History and what Hitler did, And what the Left is doing now, Its the same thing all over agin!",Strong Agreement,6
chaserblue01,"Bullshit. I see you're pulling more nuggets out of your @$$. Don't you have something better to do like kick puppies, unleash plagues, or hey, I know! Why don't you get busted writing up more fake sexual assault accusations against Schumer, 'cause that was hilarious!! ",Neutral,3
chillipope,way to do the troll farm's work for them,Weak Agreement,3
cin552001,Cnn is just to much. But Colton deserves our praise for standing up for whatâs true,Neutral,4
cindygilmore74,Nobody will talk about this though...because itâs a âwomanâs bodyâ,Neutral,3
cjones29hd,Don't really care whether he's coached or not be cause he's  gonna say ban guns with the usual rhetoric anyway. Banning those AR rifles wouldn't have stopped anything.,Strong Agreement,3
clvergrl74,Still marching in Wi!!!! #50milesmore,Strong Agreement,4
cmg1266,Is this him?,Neutral,4
colleen2301,How did he know to be in FL at this time?,Weak Agreement,4
colton_burton,Iâm this clearly states theyâre looking for merch salespeople... who the fuck is this guy and what stupid hole did he crawl out of... #MarchForOurLivesLA,Strong Disagreement,4
contrerasa20,@benshapiro MUST WATCH,Strong Agreement,3
coop1056,CNN sucks so badly!,Neutral,4
cornbreadpapa,Soy boy,Neutral,3
craigmair1138,"Like minded individuals and organisations will throw their weight behind this,it won't make an ounce of difference against a raft of elected officials on the NRA payroll, sorry, recipients of donations. $30m alone for the POTUS isn't it?
You keep crying foul and counting the cash",Strong Disagreement,3
cyber653,So what was your comment. They canât stop you from tweeting it,Neutral,4
