followers_count,friends_count,listed_count,favorites_count,statuses_count,stance,count,word_count,char_count,avg_word,hastags,mentions,number_digit,uppercase,lowercase,publishing_days,membership_years,cnn,colton,pubd_5,pubd_6,pubd_7,pubd_38,pubd_39,memb_1,memb_2,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anger,social,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,bio,drives,affiliation,achieve,power,reward,focuspast,focuspresent,focusfuture,relativ,motion,space,time.1,work,informal,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
5206,4437,6,2845,56887,Strong Agreement,4,7,57,6.0,2,0,0,1,3,7,1,0,1,0,0,1,0,0,1,0,4,92.84,50.0,1.0,25.77,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0
1129,1164,2,38070,1627,Strong Agreement,4,11,101,8.272727272727273,4,1,0,1,6,7,9,0,1,0,0,1,0,0,0,0,8,92.84,50.0,7.84,1.0,4.0,37.5,62.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,12.5,12.5,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,12.5,0.0,0.0,0.0,0.0,62.5,37.5,0.0,0.0,0.0,0.0,25.0
892,644,13,102698,78088,Neutral,4,4,23,5.0,0,1,0,0,3,7,2,0,1,0,0,1,0,0,0,1,11,31.44,18.16,31.94,25.77,5.5,45.45,45.45,45.45,9.09,0.0,0.0,0.0,0.0,0.0,9.09,0.0,9.09,9.09,9.09,0.0,9.09,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,18.18,0.0,9.09,9.09,0.0,0.0,63.64,0.0,9.09,0.0,9.09,0.0,45.45
3096,4678,3,40693,15272,Neutral,3,13,102,6.923076923076923,2,2,0,1,9,7,2,0,1,0,0,1,0,0,0,1,4,92.84,99.0,1.0,25.77,4.0,25.0,75.0,50.0,25.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0
1352,1423,2,17686,2373,Neutral,7,8,37,3.75,0,0,0,0,7,7,9,0,1,0,0,1,0,0,0,0,13,64.27,93.79,1.0,25.77,6.5,38.46,53.85,30.77,7.69,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,15.38,0.0,0.0,0.0,15.38,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38,7.69,7.69,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0,7.69,0.0,0.0,46.15,0.0,0.0,0.0,7.69,7.69,30.77
1854,2705,6,5863,5350,Strong Agreement,3,3,22,6.666666666666667,0,0,0,0,0,7,1,0,1,0,0,1,0,0,1,0,8,37.39,50.0,74.76,99.0,8.0,12.5,100.0,50.0,12.5,12.5,0.0,0.0,12.5,0.0,0.0,0.0,12.5,12.5,0.0,12.5,0.0,12.5,25.0,25.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,0.0,0.0,12.5,0.0,12.5,12.5,0.0,0.0,12.5,0.0,0.0,0.0
1432,2431,2,2559,2918,Strong Agreement,3,26,132,4.115384615384615,0,0,0,1,22,7,2,0,1,0,0,1,0,0,0,1,3,92.84,99.0,1.0,25.77,3.0,66.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1013,2361,2,9707,9062,Strong Agreement,3,3,30,9.333333333333334,1,0,0,0,1,7,2,0,1,0,0,1,0,0,0,1,25,81.4,65.56,20.24,1.0,12.5,20.0,76.0,64.0,12.0,4.0,0.0,0.0,0.0,4.0,8.0,8.0,20.0,16.0,4.0,4.0,0.0,20.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,16.0,0.0,12.0,4.0,8.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0
111,315,1,1624,7895,Strong Agreement,3,39,271,4.8,0,1,0,3,35,7,2,0,1,0,0,1,0,0,0,1,3,17.96,1.0,98.01,99.0,3.0,66.67,66.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,33.33,0.0,0.0,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,33.33
111,315,1,1624,7895,Strong Agreement,3,39,271,4.8,0,1,0,3,35,7,2,0,1,0,0,1,0,0,0,1,45,22.43,67.16,18.21,25.77,3.75,13.33,75.56,44.44,8.89,4.44,0.0,4.44,0.0,0.0,4.44,4.44,4.44,20.0,4.44,4.44,2.22,26.67,6.67,0.0,0.0,0.0,0.0,4.44,2.22,2.22,0.0,4.44,0.0,2.22,0.0,0.0,0.0,0.0,0.0,2.22,11.11,6.67,0.0,2.22,0.0,0.0,0.0,0.0,6.67,20.0,2.22,13.33,2.22,6.67,4.44,0.0,6.67,55.56,48.89,0.0,0.0,2.22,2.22,2.22
111,315,1,1624,7895,Strong Agreement,3,39,283,5.044444444444444,0,1,0,3,35,7,2,0,1,0,0,1,0,0,0,1,3,17.96,1.0,98.01,99.0,3.0,66.67,66.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,33.33,0.0,0.0,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,33.33
111,315,1,1624,7895,Strong Agreement,3,39,283,5.044444444444444,0,1,0,3,35,7,2,0,1,0,0,1,0,0,0,1,45,22.43,67.16,18.21,25.77,3.75,13.33,75.56,44.44,8.89,4.44,0.0,4.44,0.0,0.0,4.44,4.44,4.44,20.0,4.44,4.44,2.22,26.67,6.67,0.0,0.0,0.0,0.0,4.44,2.22,2.22,0.0,4.44,0.0,2.22,0.0,0.0,0.0,0.0,0.0,2.22,11.11,6.67,0.0,2.22,0.0,0.0,0.0,0.0,6.67,20.0,2.22,13.33,2.22,6.67,4.44,0.0,6.67,55.56,48.89,0.0,0.0,2.22,2.22,2.22
5012,5399,4,28627,26775,Strong Agreement,3,25,136,4.666666666666667,0,0,0,1,23,7,1,0,1,0,0,1,0,0,1,0,49,44.47,72.97,13.15,25.77,4.45,12.24,65.31,36.73,6.12,4.08,0.0,4.08,0.0,0.0,2.04,4.08,4.08,16.33,4.08,4.08,0.0,22.45,6.12,0.0,0.0,0.0,0.0,4.08,2.04,2.04,0.0,4.08,0.0,2.04,0.0,0.0,0.0,0.0,0.0,2.04,10.2,6.12,0.0,2.04,0.0,0.0,0.0,0.0,6.12,16.33,2.04,12.24,2.04,6.12,4.08,0.0,6.12,48.98,44.9,0.0,0.0,2.04,0.0,2.04
3979,4078,2,1043,5436,Strong Agreement,6,7,49,6.142857142857143,0,0,0,1,6,7,6,0,1,0,0,1,0,0,0,0,24,71.61,20.24,91.31,99.0,24.0,20.83,83.33,54.17,16.67,8.33,4.17,0.0,4.17,0.0,8.33,8.33,12.5,0.0,0.0,12.5,4.17,0.0,4.17,4.17,0.0,0.0,0.0,8.33,8.33,0.0,0.0,8.33,8.33,16.67,8.33,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,8.33,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7956,6387,126,261017,212488,Strong Agreement,5,12,114,7.083333333333333,3,2,0,1,5,7,2,0,1,0,0,1,0,0,0,1,7,67.14,50.0,89.63,1.0,7.0,42.86,57.14,14.29,14.29,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,14.29,14.29,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,0.0,28.57,0.0,0.0,0.0,42.86,0.0,0.0,0.0,14.29,0.0,0.0
1069,1658,0,6394,2556,Strong Agreement,3,3,12,3.3333333333333335,0,0,0,1,2,7,3,0,1,0,0,1,0,0,0,0,13,23.17,1.07,1.4,1.0,4.33,38.46,69.23,46.15,7.69,0.0,0.0,0.0,0.0,0.0,7.69,7.69,0.0,7.69,7.69,0.0,15.38,7.69,0.0,0.0,0.0,0.0,7.69,15.38,0.0,15.38,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.38,69.23,0.0,0.0,7.69,0.0,38.46
4767,4795,13,2960,15382,Strong Agreement,3,8,55,6.0,1,1,0,1,5,10,10,0,1,0,0,0,0,0,0,0,3,17.96,50.0,1.0,1.0,3.0,0.0,66.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0
2339,2615,9,60879,19405,Strong Agreement,3,26,144,4.576923076923077,0,0,0,0,21,7,4,0,1,0,0,1,0,0,0,0,8,92.84,50.0,74.76,25.77,8.0,37.5,62.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,12.5,0.0,0.0,12.5,0.0,12.5,0.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,37.5,0.0,12.5,0.0,0.0,0.0,25.0
1701,1462,10,12096,18323,Strong Agreement,3,14,83,5.0,1,0,0,0,9,7,3,0,1,0,0,1,0,0,0,0,26,82.0,77.92,83.83,1.0,13.0,19.23,73.08,53.85,19.23,15.38,3.85,0.0,0.0,7.69,3.85,11.54,15.38,0.0,7.69,3.85,3.85,11.54,3.85,3.85,3.85,0.0,0.0,3.85,0.0,3.85,0.0,11.54,0.0,7.69,0.0,3.85,0.0,0.0,3.85,0.0,0.0,0.0,0.0,7.69,3.85,0.0,3.85,0.0,3.85,3.85,0.0,23.08,3.85,11.54,7.69,3.85,0.0,7.69,7.69,0.0,0.0,0.0,0.0,0.0
330,347,1,1906,2508,Strong Agreement,3,37,198,4.184210526315789,0,0,0,2,36,7,1,0,1,0,0,1,0,0,1,0,14,1.8,50.0,1.06,25.77,14.0,14.29,64.29,50.0,7.14,0.0,0.0,0.0,0.0,0.0,7.14,7.14,0.0,21.43,14.29,7.14,7.14,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,7.14,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.71,0.0,7.14,7.14,7.14,7.14,7.14
5786,6352,1,20792,5484,Strong Agreement,6,8,50,4.444444444444445,1,0,0,1,7,7,7,0,1,0,0,1,0,0,0,0,38,16.37,85.38,19.27,2.51,12.67,10.53,89.47,57.89,18.42,7.89,0.0,0.0,2.63,2.63,10.53,2.63,10.53,10.53,13.16,5.26,0.0,15.79,5.26,0.0,5.26,5.26,0.0,7.89,2.63,5.26,2.63,10.53,2.63,18.42,7.89,2.63,2.63,7.89,0.0,2.63,0.0,0.0,0.0,2.63,2.63,0.0,0.0,0.0,2.63,10.53,0.0,10.53,2.63,5.26,2.63,0.0,0.0,23.68,21.05,2.63,0.0,0.0,0.0,0.0
2281,3167,7,44450,16187,Strong Agreement,3,3,17,5.0,1,1,0,1,1,7,2,0,1,0,0,1,0,0,0,1,9,4.38,13.32,58.07,25.77,4.5,11.11,77.78,44.44,22.22,11.11,0.0,0.0,0.0,11.11,11.11,0.0,0.0,0.0,0.0,11.11,11.11,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,22.22,0.0,0.0,11.11,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,11.11,22.22,0.0,22.22,0.0,0.0,0.0,22.22,0.0,0.0,0.0,11.11,0.0,11.11
474,378,2,8000,5195,Strong Agreement,3,18,110,5.166666666666667,0,0,0,1,15,7,1,0,1,0,0,1,0,0,1,0,3,17.96,50.0,1.0,25.77,3.0,33.33,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,66.67
7116,7181,48,159873,142954,Strong Agreement,3,17,88,4.235294117647059,0,0,0,6,9,7,9,0,1,0,0,1,0,0,0,0,21,40.66,31.71,37.24,95.81,21.0,19.05,76.19,66.67,19.05,9.52,4.76,4.76,0.0,0.0,9.52,9.52,14.29,14.29,4.76,0.0,9.52,9.52,0.0,0.0,0.0,0.0,0.0,4.76,4.76,0.0,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.05,0.0,14.29,0.0,9.52,4.76,0.0,0.0,52.38,42.86,0.0,4.76,0.0,4.76,0.0
1111,328,2,29733,29493,Strong Agreement,3,8,51,5.5,0,0,0,1,6,7,1,0,1,0,0,1,0,0,1,0,17,14.53,3.89,66.34,98.87,17.0,11.76,82.35,64.71,17.65,5.88,5.88,0.0,0.0,0.0,11.76,5.88,11.76,5.88,23.53,0.0,5.88,11.76,5.88,0.0,5.88,0.0,5.88,5.88,5.88,0.0,0.0,0.0,0.0,23.53,5.88,5.88,0.0,0.0,5.88,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.65,0.0,5.88,0.0,0.0,5.88,5.88,0.0,5.88,5.88,0.0,0.0,0.0,0.0,0.0
1224,1014,9,29620,29555,Strong Agreement,4,5,25,4.2,0,0,0,0,2,7,6,0,1,0,0,1,0,0,0,0,8,71.61,50.0,1.0,99.0,4.0,37.5,75.0,37.5,12.5,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,12.5,0.0,0.0,12.5,0.0,0.0,12.5,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,25.0,12.5,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,25.0,12.5,0.0,0.0,12.5,0.0,0.0
4853,4749,35,57748,88839,Strong Agreement,4,3,15,4.333333333333333,0,0,0,0,2,7,2,0,1,0,0,1,0,0,0,1,5,92.84,99.0,1.0,99.0,5.0,0.0,60.0,40.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0
360,973,0,11174,10854,Strong Disagreement,3,19,108,4.7368421052631575,0,0,0,3,13,9,7,0,1,0,0,0,0,0,0,0,3,92.84,99.0,1.0,99.0,3.0,0.0,100.0,66.67,33.33,33.33,0.0,33.33,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,33.33,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0
231,875,0,1216,920,Strong Agreement,3,46,245,4.444444444444445,0,0,0,1,39,7,5,0,1,0,0,1,0,0,0,0,19,76.19,94.27,1.0,25.77,9.5,15.79,73.68,42.11,10.53,5.26,0.0,0.0,5.26,0.0,5.26,5.26,10.53,5.26,0.0,10.53,0.0,10.53,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,21.05,10.53,5.26,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,5.26,5.26,0.0,0.0,0.0,5.26,5.26,0.0,10.53,5.26,5.26,0.0,0.0,5.26,10.53,10.53,0.0,0.0,0.0,0.0,0.0
88,210,0,991,2225,Weak Disagreement,3,9,56,5.333333333333333,0,0,0,1,4,7,0,0,1,0,0,1,0,0,0,0,45,87.43,90.87,4.97,94.19,15.0,24.44,86.67,46.67,6.67,4.44,0.0,2.22,0.0,0.0,2.22,8.89,13.33,6.67,6.67,4.44,2.22,15.56,4.44,0.0,2.22,4.44,4.44,4.44,4.44,0.0,0.0,13.33,2.22,11.11,2.22,2.22,2.22,0.0,2.22,2.22,4.44,4.44,0.0,15.56,6.67,0.0,4.44,4.44,2.22,15.56,0.0,8.89,0.0,6.67,2.22,2.22,4.44,11.11,6.67,2.22,0.0,0.0,2.22,0.0
3271,3948,0,2886,2085,Neutral,3,41,243,5.075,0,0,2,0,34,7,1,0,1,0,0,1,0,0,1,0,9,92.84,98.62,1.0,25.77,4.5,33.33,66.67,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,22.22,0.0,11.11,11.11,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,0.0,22.22,0.0,11.11,11.11,0.0,11.11,0.0,0.0,11.11,0.0,0.0,11.11,11.11,0.0,0.0,0.0,0.0,0.0
4611,3858,19,105643,17327,Weak Agreement,5,28,150,4.392857142857143,0,1,0,2,24,7,9,0,1,0,0,1,0,0,0,0,40,98.46,77.33,15.86,1.0,20.0,27.5,72.5,35.0,7.5,2.5,0.0,0.0,0.0,2.5,5.0,10.0,12.5,5.0,0.0,0.0,0.0,7.5,5.0,2.5,0.0,5.0,0.0,7.5,0.0,7.5,5.0,7.5,0.0,5.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,7.5,0.0,5.0,2.5,0.0,12.5,0.0,10.0,2.5,10.0,0.0,7.5,5.0,2.5,0.0,0.0,0.0,0.0
14540,15812,7,5519,18676,Strong Agreement,4,11,70,5.454545454545454,0,1,0,1,10,7,9,0,1,0,0,1,0,0,0,0,28,28.22,85.81,52.86,1.0,14.0,17.86,85.71,60.71,21.43,14.29,3.57,0.0,0.0,0.0,7.14,7.14,10.71,10.71,10.71,0.0,3.57,17.86,3.57,0.0,0.0,0.0,0.0,10.71,3.57,7.14,0.0,10.71,0.0,21.43,7.14,3.57,0.0,3.57,3.57,3.57,0.0,0.0,0.0,14.29,10.71,0.0,3.57,0.0,0.0,21.43,0.0,7.14,0.0,0.0,7.14,3.57,3.57,17.86,7.14,3.57,0.0,0.0,3.57,3.57
664,197,0,14934,18956,Strong Agreement,3,10,64,5.5,0,0,0,1,8,7,7,0,1,0,0,1,0,0,0,0,11,79.25,18.16,31.94,1.0,5.5,36.36,63.64,45.45,18.18,9.09,9.09,0.0,0.0,0.0,9.09,9.09,9.09,9.09,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,9.09,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,9.09,0.0,0.0,9.09,0.0,9.09,0.0,9.09,0.0,9.09,0.0,45.45,27.27,0.0,0.0,9.09,0.0,9.09
807,547,44,40623,33299,Strong Agreement,3,1,26,26.0,0,0,0,1,0,7,10,0,1,0,0,1,0,0,0,0,10,51.43,84.14,43.37,1.0,5.0,30.0,70.0,30.0,20.0,20.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,20.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,10.0,0.0,0.0,0.0
2518,5000,99,1687,166092,Strong Agreement,3,42,248,4.928571428571429,0,0,0,1,38,7,9,0,1,0,0,1,0,0,0,0,1,92.84,50.0,1.0,25.77,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,300.0,300.0,0.0,0.0
648,143,6,6714,11548,Strong Agreement,4,7,42,5.142857142857143,0,1,0,0,6,7,1,0,1,0,0,1,0,0,1,0,43,83.3,87.75,12.01,3.52,14.33,20.93,76.74,44.19,13.95,9.3,2.33,0.0,2.33,2.33,4.65,9.3,11.63,6.98,2.33,4.65,0.0,16.28,4.65,4.65,0.0,0.0,4.65,2.33,0.0,2.33,0.0,13.95,2.33,6.98,2.33,2.33,0.0,0.0,0.0,2.33,9.3,0.0,0.0,6.98,4.65,0.0,2.33,0.0,2.33,6.98,6.98,9.3,4.65,2.33,2.33,0.0,0.0,9.3,4.65,2.33,0.0,0.0,2.33,0.0
421,930,4,6186,6351,Strong Agreement,4,24,136,4.708333333333333,0,0,0,0,22,7,3,0,1,0,0,1,0,0,0,0,7,28.22,92.33,1.0,1.0,3.5,14.29,85.71,28.57,14.29,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,14.29,0.0,0.0,14.29,28.57,0.0,0.0,0.0,0.0,28.57,0.0,28.57,0.0,14.29,0.0,14.29,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.86,28.57,0.0,0.0,0.0,0.0,14.29
6640,7049,8,27301,31219,Strong Agreement,4,31,155,4.166666666666667,0,0,0,1,28,10,1,0,1,0,0,0,0,0,1,0,26,23.17,77.92,17.46,89.84,26.0,19.23,84.62,53.85,15.38,15.38,7.69,3.85,3.85,0.0,0.0,0.0,11.54,11.54,11.54,3.85,0.0,30.77,0.0,0.0,3.85,0.0,0.0,3.85,3.85,0.0,0.0,15.38,3.85,23.08,7.69,3.85,7.69,7.69,0.0,3.85,0.0,0.0,3.85,0.0,0.0,0.0,0.0,0.0,7.69,7.69,0.0,7.69,3.85,3.85,0.0,3.85,0.0,3.85,0.0,0.0,3.85,0.0,0.0,0.0
1260,1727,6,7781,13159,Strong Agreement,5,47,276,4.8936170212765955,0,0,0,1,41,8,1,0,1,0,0,0,0,0,1,0,30,99.0,15.86,10.08,84.54,30.0,16.67,93.33,60.0,3.33,0.0,0.0,0.0,0.0,0.0,3.33,20.0,16.67,3.33,6.67,6.67,3.33,3.33,0.0,0.0,0.0,6.67,3.33,10.0,6.67,3.33,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,6.67,10.0,0.0,0.0,6.67,3.33,3.33,0.0,0.0,6.67,0.0,3.33,3.33,10.0,0.0,13.33,3.33,6.67,0.0,0.0,3.33,0.0
390,634,7,7650,7027,Strong Agreement,3,9,54,5.111111111111111,1,0,0,0,8,7,9,0,1,0,0,1,0,0,0,0,47,94.68,50.0,77.49,1.0,23.5,25.53,74.47,42.55,6.38,4.26,2.13,0.0,0.0,2.13,2.13,8.51,14.89,2.13,6.38,6.38,0.0,4.26,6.38,4.26,2.13,2.13,4.26,4.26,0.0,4.26,0.0,6.38,0.0,8.51,2.13,0.0,0.0,2.13,0.0,4.26,2.13,0.0,0.0,4.26,2.13,0.0,2.13,0.0,2.13,2.13,0.0,17.02,0.0,14.89,2.13,2.13,0.0,10.64,4.26,6.38,0.0,0.0,0.0,0.0
10802,8744,82,18403,23024,Strong Agreement,4,48,263,4.5,1,0,0,4,38,7,10,0,1,0,0,1,0,0,0,0,9,92.84,1.38,4.97,25.77,4.5,33.33,55.56,44.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,11.11,0.0,0.0,11.11,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,11.11,0.0,33.33,11.11,0.0,0.0,11.11,0.0,11.11
