stance,scaled_followers,scaled_friends,influence,weighted_influence,cluster,clustering_coeff,degree_centrality,closeness_centrality,cycle,triangles,avg_neighbor,majority_neighbor,repliers_cluster_coeff,repliers_closeness,repliers_clique_num,repliers_pagerank,repliers_degree_centrality,connected_to_Trump,connected_to_TheDailyShow
Strong Agreement,0.0031428881684066826,0.02945984053504361,0.4290554849639983,0.0013484734072833414,1.0,0.0011973659130165893,0.0022939881477279035,0.3766519834886168,1.0,4058.0,0.7142857142857143,2.0,0.6190476190476191,0.2543571503964535,5.0,0.0006908321339320878,0.00776914539400666,1.0,0.0
Strong Agreement,0.00034438359989451316,0.003930474277229453,0.3523809523809524,0.0001213542209152094,2.0,0.0026985153035573198,0.00038937894058975936,0.3672555451865783,1.0,263.0,0.0,-999.0,0.0,0.2339613815442528,2.0,0.000475061357017379,0.002219755826859045,1.0,0.0
Strong Agreement,0.00034438359989451316,0.003930474277229453,0.3523809523809524,0.0001213542209152094,2.0,0.0026985153035573198,0.00038937894058975936,0.3672555451865783,1.0,263.0,0.0,-999.0,0.0,0.2339613815442528,2.0,0.000475061357017379,0.002219755826859045,1.0,0.0
Strong Agreement,0.015550005429471169,0.067367081342101,0.9283200592702352,0.014435381961939156,4.0,0.0024794983778578675,0.0066062277725850785,0.3887253225425092,1.0,69708.0,1.0689655172413792,2.0,0.4113300492610837,0.2699141626531173,8.0,0.0020724895043181296,0.032186459489456164,1.0,0.0
Strong Agreement,0.012199246079146176,0.05037245922912793,0.9739905870696062,0.011881950850434177,4.0,0.0014107546905784431,0.006566585120262593,0.3534836895542136,1.0,39187.0,0.9565217391304348,2.0,0.35968379446640314,0.2532623563488361,8.0,0.0016996846240300715,0.025527192008879027,1.0,0.0
Strong Agreement,0.024525696911406544,0.07914602647767116,1.2462557149613749,0.030565289939250936,4.0,0.0019507865429974293,0.009294880547879074,0.3946977411592936,1.0,108574.0,0.9622641509433962,2.0,0.2931785195936139,0.27799033444903737,10.0,0.003691266143206496,0.05882352941176471,1.0,0.0
Strong Agreement,0.003316631245830941,0.020688020163956933,0.6447527141133896,0.0021384069974627728,1.0,0.0022317737911337764,0.001516992162207162,0.3781245433688177,1.0,3307.0,1.0,2.0,0.5238095238095238,0.2563890521062291,5.0,0.000697514030369841,0.00776914539400666,1.0,0.0
Strong Agreement,0.014789879465740037,0.059830552886715,0.994160583941606,0.01470351520608608,4.0,0.0014793690415697675,0.004482262555929176,0.3472437561541645,1.0,19145.0,1.0,2.0,0.6222222222222222,0.2359944684159609,6.0,0.0008112137476607674,0.011098779134295227,1.0,0.0
Strong Agreement,0.0072568760374168125,0.03262917534906355,0.8944550669216061,0.006490949541689455,1.0,0.002589580904170504,0.002710676471028709,0.3804570909511045,1.0,12255.0,1.1578947368421053,2.0,0.30994152046783624,0.2622940005574127,6.0,0.001458950231769326,0.021087680355160933,1.0,0.0
Strong Agreement,0.005277445976761864,0.01824239172479193,1.1634746922024624,0.006140174833428133,4.0,0.002657925761314357,0.004473453077635289,0.3827503072410298,1.0,34262.0,0.9583333333333334,2.0,0.37318840579710144,0.274318356449322,7.0,0.0017545134026664445,0.02663706992230855,1.0,0.0
Strong Agreement,0.0010238431348215254,0.004329760553011492,0.9510086455331412,0.0009736836728850242,2.0,0.003106943260395945,0.0004052360015187541,0.32875946209002666,1.0,328.0,1.3333333333333333,2.0,0.0,0.19581127274003188,2.0,0.0004791103984406324,0.0033296337402885685,1.0,0.0
Strong Agreement,0.017951382963870745,0.07925832574273486,0.9108942065491183,0.0163518107413344,4.0,0.004207968250931138,0.006570989859409536,0.39255002673041217,1.0,117043.0,0.9545454545454546,2.0,0.4080338266384778,0.28448648247403496,10.0,0.0028995018385024104,0.048834628190899,1.0,0.0
Strong Agreement,0.0070769278500845455,0.039516863606303736,0.7202399747395011,0.005097086335978164,1.0,0.002423343506841113,0.0031291266899882925,0.3831428091138929,1.0,15283.0,0.7391304347826086,0.0,0.2490118577075099,0.2656491533109688,7.0,0.0017667565465716614,0.025527192008879027,1.0,0.0
Strong Agreement,0.0014706110481981912,0.004716569132675343,1.2539682539682542,0.0018440995683755093,3.0,0.0003369078433789393,0.0007532103941272494,0.33173709815247066,1.0,123.0,0.0,0.0,0.0,0.19756447943496225,2.0,0.00030621938679364046,0.0011098779134295226,1.0,0.0
Strong Agreement,0.022077781052696897,0.08960233582471333,0.9909483358863668,0.021877940394233547,1.0,0.0010413292339519636,0.011130775824324908,0.394005988923276,1.0,83114.0,1.0816326530612246,2.0,0.2193877551020408,0.2777716166406589,9.0,0.003622511775935303,0.05438401775804662,1.0,0.0
Strong Agreement,0.003446938553899136,0.004092684326765906,3.3871951219512195,0.011675453455432744,2.0,0.0009038322487346348,0.0012192317958738164,0.3323917606824389,1.0,865.0,1.0,1.0,0.3333333333333333,0.21127930864768246,3.0,0.0005705490549041162,0.00443951165371809,1.0,0.0
Strong Agreement,0.003797527263701658,0.01265238386384338,1.2071005917159765,0.004583997407071824,1.0,0.0016044405132603866,0.0018658475026450461,0.33940649669516165,1.0,3597.0,1.2857142857142858,2.0,0.3809523809523809,0.2313549965598149,4.0,0.0006972655777295884,0.00776914539400666,1.0,0.0
Strong Agreement,0.015056699191784434,0.059256578865278325,1.021899347230996,0.015386431075537981,4.0,0.0021416014722300627,0.006140206370838513,0.3894587645340635,1.0,52013.0,1.1666666666666667,2.0,0.4166666666666667,0.2680696467352145,8.0,0.0017089641409242411,0.02663706992230855,1.0,0.0
Strong Disagreement,0.0011169197834416645,0.012140798322997642,0.3699897225077081,0.00041324884073895085,0.0,6.0232545812874354e-06,0.0011355417520819,0.3327007033896209,1.0,5.0,-2.0,-2.0,0.0,0.0011098779134295226,2.0,0.0015980819679319394,0.0011098779134295226,0.0,1.0
Strong Agreement,0.0007166901943750679,0.010917984103415148,0.264,0.00018920621131501792,2.0,0.0005461318582762778,0.0007875673594734048,0.3698541270414734,1.0,218.0,0.0,-999.0,0.0,0.2333428451753321,2.0,0.0003313868371232964,0.0011098779134295226,1.0,0.0
Weak Disagreement,0.0002730248359524068,0.002620316184819635,0.4190476190476191,0.00011441040744672286,2.0,0.0070361445783132534,0.00022023695734714897,0.3702291860318601,1.0,219.0,1.3333333333333333,2.0,0.6666666666666666,0.2348953591152877,3.0,0.0005568377310566469,0.0033296337402885685,1.0,0.0
Neutral,0.010148457254549121,0.049261944274609136,0.8285207700101317,0.008408207618953945,4.0,0.0032790555989436854,0.003779266188077076,0.3443379273032178,1.0,30167.0,0.95,2.0,0.37894736842105264,0.24483198665067785,8.0,0.0014384150426915536,0.022197558268590455,1.0,0.0
Weak Agreement,0.014305880892915316,0.04813895162397215,1.1951788491446345,0.01709808626159474,1.0,0.0018182505897773515,0.005105092671306913,0.3872260034741472,1.0,30525.0,0.8846153846153846,2.0,0.26153846153846155,0.26746039753808903,7.0,0.001974951343677245,0.028856825749167588,1.0,0.0
Strong Agreement,0.04511114903122721,0.19729733102080035,0.9195547685302302,0.04148217220554287,4.0,0.001774626531726361,0.017126506751143692,0.4018074220971828,1.0,335345.0,0.913978494623656,2.0,0.2386629266012155,0.2991929870765063,11.0,0.006183914159121255,0.1032186459489456,1.0,0.0
Strong Agreement,0.0020600964894590696,0.0024581061352831808,3.3705583756345177,0.006943675477161534,3.0,0.0,0.0005708541934438101,0.303710880842255,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Strong Agreement,0.0025037618478817307,0.00682529977664924,1.4753199268738575,0.003693849746326429,3.0,0.0003402619354054696,0.00118575577835705,0.3354677839404661,1.0,308.0,1.0,2.0,0.16666666666666666,0.20231961303740828,3.0,0.0005035369296751347,0.00443951165371809,1.0,0.0
Strong Agreement,0.007812233374183641,0.062388480590943686,0.5036,0.003934240727238881,3.0,4.671609431512762e-05,0.0056803516038976655,0.3792973704900887,1.0,971.0,1.0,2.0,0.6666666666666666,0.2549081045128357,3.0,0.0005148047973455388,0.00443951165371809,1.0,0.0
Strong Agreement,0.002010455610194996,0.0017843105449009895,4.531468531468532,0.009110316331512987,3.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Strong Agreement,0.0013061756356359461,0.011604257389915528,0.4526881720430108,0.0005912902608631543,3.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Strong Agreement,0.020600964894590696,0.08795527993711241,0.9419775854731168,0.019405647169822984,4.0,0.002759905824026902,0.008366361535703495,0.3888174676818839,1.0,124449.0,0.9782608695652174,2.0,0.3671497584541063,0.2751735968435522,11.0,0.0029730569257978164,0.05105438401775805,1.0,0.0
Strong Agreement,0.003909219242045825,0.02154898119611195,0.7295888824551245,0.002852122898076282,3.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Strong Agreement,0.0012037913221537935,0.00791085933893166,0.61198738170347,0.0007367050993622585,2.0,0.0008474168231498867,0.0005682113499556442,0.3683027729214656,1.0,176.0,0.0,-999.0,0.0,0.2333428451753321,2.0,0.0003313868371232964,0.0011098779134295226,1.0,0.0
Strong Agreement,0.03351379861315793,0.10910497485744232,1.2353613906678866,0.041401652861314274,1.0,0.00019816978214922093,0.017402243421742326,0.3523507353413026,1.0,38663.0,1.1153846153846154,2.0,0.2707692307692308,0.2601678148491359,6.0,0.00207983271222063,0.028856825749167588,1.0,0.0
Weak Agreement,0.006658082931293921,0.04907477883283631,0.5456394609712687,0.003632912781733219,3.0,0.0,0.004042669589064268,0.3329271969561769,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Weak Disagreement,0.002851248002730248,0.019153263541419708,0.5986970684039088,0.0017070338205270998,0.0,0.0003977814303619811,0.001701991206378767,0.3336258876603573,1.0,742.0,0.5,1.0,0.0,0.13017983950968934,2.0,0.0009585254540865893,0.002219755826859045,0.0,0.0
Neutral,0.0017839690985526578,0.0070249429145402605,1.0213143872113677,0.001821993306692324,1.0,0.0037511339923287854,0.001741633858701254,0.3771545934609384,1.0,7327.0,1.1,2.0,0.6222222222222222,0.2620992759838734,5.0,0.0008975692637045209,0.011098779134295227,1.0,0.0
Strong Agreement,0.03042365387896933,0.12713524574822505,0.9624104426342134,0.029280042196208975,4.0,0.002438859858961253,0.009890401280545764,0.35591941130485244,1.0,153690.0,0.8214285714285714,2.0,0.2733766233766234,0.2686816778921442,10.0,0.003605163103096143,0.06215316315205328,0.0,0.0
Strong Agreement,0.010536276623799698,0.009071285077923213,4.671251719394773,0.049217600294943285,1.0,0.0014182001306412893,0.004283168346487353,0.380904841037001,1.0,16759.0,0.7777777777777778,2.0,0.32679738562091504,0.2678662555009693,6.0,0.0013920900556007427,0.019977802441731408,1.0,0.0
Strong Agreement,0.017895536974698662,0.07255780292726753,0.9919174548581255,0.017750895489262578,4.0,0.001985160272200969,0.005400210194152093,0.3838868637983578,1.0,37292.0,0.96,2.0,0.2866666666666667,0.2648520065643492,7.0,0.0018067470091615765,0.02774694783573807,1.0,0.0
Strong Agreement,2.792299458604161e-05,0.0009982156894550991,0.1125,3.1413368909296806e-06,3.0,0.0,7.752340898619644e-05,0.2786250850286803,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Weak Agreement,0.005007523695763461,0.0247058383140137,0.8151515151515152,0.004081890527758701,2.0,0.0002960324574232203,0.001987418303100672,0.3706577717937467,1.0,753.0,0.5,-999.0,0.0,0.2366271613607757,2.0,0.00039596207833829465,0.002219755826859045,1.0,0.0
Strong Agreement,0.0002357941765043513,0.003680920354865678,0.2576271186440678,6.0746974285866784e-05,3.0,0.0005189413596263622,0.00028983183586884804,0.3628901955081428,1.0,28.0,0.0,-999.0,0.0,0.2333428451753321,2.0,0.0003313868371232964,0.0011098779134295226,1.0,0.0
Strong Agreement,0.0032204520422567983,0.01157930199767915,1.1185344827586208,0.0036021866593346523,1.0,0.0015515538410190988,0.002140703225414288,0.3720754520332797,1.0,4579.0,0.7777777777777778,2.0,0.3333333333333333,0.2505661637688272,4.0,0.0008635355949832412,0.009988901220865706,1.0,0.0
Strong Agreement,0.0016753796751624965,0.009470571353705251,0.7114624505928854,0.0011919697293646214,2.0,0.0011202778983934,0.0010359946473609888,0.3727226311441588,1.0,774.0,0.0,-999.0,1.0,0.2441547197443136,3.0,0.0003968703308122732,0.002219755826859045,1.0,0.0
Neutral,0.0016753796751624965,0.009470571353705251,0.7114624505928854,0.0011919697293646214,2.0,0.0011202778983934,0.0010359946473609888,0.3727226311441588,1.0,774.0,0.0,-999.0,1.0,0.2441547197443136,3.0,0.0003968703308122732,0.002219755826859045,1.0,0.0
Strong Agreement,0.0014892263779222187,0.010755774053878692,0.5568445475638051,0.0008292675886341823,3.0,0.0,0.0010007567341854444,0.3289615506860412,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Neutral,0.0006267161007089337,0.009021374293450457,0.2793914246196404,0.000175099104209135,3.0,0.00017580731518255992,0.0007637817680799125,0.3702259255710782,1.0,66.0,1.0,-999.0,1.0,0.2372632558805628,3.0,0.0003905656264011313,0.002219755826859045,1.0,0.0
Neutral,0.021817166436560502,0.08242766055675481,1.064486830154405,0.02322408634300537,3.0,0.0003396443427872647,0.00816198163928534,0.3418592159165119,1.0,14576.0,-0.5,-2.0,0.12121212121212124,0.195269759264534,4.0,0.003914471346125872,0.013318534961154274,1.0,0.0
Neutral,0.012431937700696524,0.040664811649177096,1.2295182571340901,0.015285294374559978,4.0,0.003404213504099889,0.004652285487001175,0.3859829712426871,1.0,47461.0,0.967741935483871,2.0,0.4258064516129032,0.27304541744027644,10.0,0.002144040176530866,0.034406215316315214,1.0,0.0
Strong Agreement,0.00020166607201030048,0.0038805634927566975,0.2090032154340836,4.214885749411425e-05,2.0,0.0007279874786153679,0.0002924746793570138,0.3678207221621062,1.0,40.0,0.0,-999.0,0.0,0.2333428451753321,2.0,0.0003313868371232964,0.0011098779134295226,1.0,0.0
Strong Agreement,0.02193196096985868,0.0891905718528131,0.9889479574706213,0.02168956800446712,4.0,0.002286807821642581,0.00692601183465314,0.3580650273253911,1.0,70666.0,1.0,2.0,0.29849012775842043,0.25978493359107985,10.0,0.0029010869282746305,0.04661487236403996,1.0,0.0
Strong Agreement,0.002286583001101407,0.0012228142195824965,7.520408163265308,0.0171960374674667,3.0,0.0011948196035759244,0.0008095910552081197,0.33285163230831283,1.0,504.0,0.0,0.0,0.1,0.2090276641505492,3.0,0.0005622974265354799,0.005549389567147614,1.0,0.0
Strong Agreement,0.012320245722352356,0.05859526097101433,0.8456132879045997,0.010418163493070957,1.0,0.0017580733120108481,0.0048681177052013825,0.3898565831067752,1.0,26838.0,0.6666666666666666,2.0,0.4705882352941176,0.2660495288246251,8.0,0.0013741168700190573,0.019977802441731408,1.0,0.0
Strong Agreement,0.0009152537114313637,0.005727262518248631,0.6427015250544662,0.0005882349561486977,2.0,0.0007966833222468018,0.00044840244515879533,0.3664792304926113,1.0,103.0,0.0,-999.0,0.0,0.2333428451753321,2.0,0.0003313868371232964,0.0011098779134295226,1.0,0.0
Strong Agreement,0.000542947116950809,0.004180028199593227,0.5223880597014925,0.0002836290909444524,2.0,0.0,0.0003233078533856147,0.3298268241704803,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Neutral,0.12638257605137831,0.4231061976716619,1.2013034887492997,0.15182382952764445,4.0,0.00037178134212802536,0.04401655829540119,0.4147238860012373,1.0,464067.0,1.011904761904762,2.0,0.11184773310521813,0.3221238364509831,12.0,0.0129454018474473,0.18645948945615984,1.0,0.0
Strong Agreement,0.002615453826225897,0.005677351733775876,1.8527472527472528,0.004845774891227322,2.0,0.003612645033194763,0.0010007567341854444,0.3703329469734081,1.0,2329.0,0.5714285714285714,-999.0,0.5238095238095238,0.24636966137493194,4.0,0.0007300982575312051,0.00776914539400666,1.0,0.0
Weak Agreement,0.001814994648092704,0.010630997092696805,0.6866197183098591,0.0012462111140073145,2.0,0.0015398961247336698,0.0012209936915325939,0.3746818290167357,1.0,1478.0,0.8,1.0,0.7,0.25253771441364625,4.0,0.0005818362741756447,0.005549389567147614,1.0,0.0
Strong Agreement,0.0019390968462528887,0.009732602972187216,0.8012820512820513,0.0015537634986000715,1.0,0.0017057493261695823,0.00298024650682162,0.3392351686708344,1.0,9758.0,0.5,0.0,0.4444444444444444,0.22880604326006315,6.0,0.0008556955023565516,0.011098779134295227,1.0,0.0
Strong Agreement,0.008972588926981368,0.035636300113547036,1.0126050420168071,0.009085688787405505,1.0,0.0015025620455988331,0.0034189585258571405,0.3821648613336671,1.0,11313.0,0.9375,2.0,0.2916666666666667,0.2636652163930377,6.0,0.0013990655519843956,0.01775804661487236,1.0,0.0
Strong Agreement,0.005463599274002141,0.036447350361229314,0.6028757274905854,0.0032938713870310746,1.0,0.0010156800848896328,0.003497362882672725,0.38053285479906857,1.0,8002.0,0.9166666666666666,2.0,0.5,0.261904840319197,6.0,0.0010327580365460268,0.013318534961154274,1.0,0.0
Weak Agreement,0.00014271752788421268,0.00017468774565464234,3.2857142857142856,0.00046892902019098445,2.0,0.009122807017543859,6.695203503353328e-05,0.3611155920048168,1.0,26.0,0.0,-999.0,0.0,0.2333428451753321,2.0,0.0003313868371232964,0.0011098779134295226,1.0,0.0
Strong Agreement,0.002339326435319485,0.007623872328213319,1.2340425531914894,0.002886828366990003,1.0,0.0016538479412584813,0.0016350391713452338,0.3696263747854289,1.0,2847.0,0.5,-999.0,0.3333333333333333,0.2451720310765816,4.0,0.0006337926536079139,0.006659267480577137,1.0,0.0
Strong Agreement,0.0010083303600515023,0.0014848458380644599,2.73109243697479,0.002753843420308725,2.0,0.004254288876591035,0.0003673552448550445,0.3594291538987486,1.0,369.0,0.5,-999.0,1.0,0.23631039139911475,3.0,0.0003967657216494749,0.002219755826859045,1.0,0.0
Strong Agreement,0.002146968028171199,0.010793207142233259,0.8,0.0017175744225369591,3.0,0.0005711872126214336,0.0010166137951144395,0.3712462259936721,1.0,380.0,0.0,-999.0,1.0,0.2441547197443136,3.0,0.0003968703308122732,0.002219755826859045,1.0,0.0
Strong Disagreement,0.02515551556706948,0.09080019465205943,1.1141954101965097,0.028028159985955658,3.0,0.00017805992978802134,0.010479755378406735,0.34122040690891997,1.0,12598.0,-0.07692307692307693,0.0,0.08974358974358974,0.21435805995766696,3.0,0.004428999754654571,0.014428412874583798,0.0,0.0
Strong Agreement,0.00669841614569598,0.0597182536216513,0.4511073965733389,0.003021705068649733,1.0,0.0021642070632421017,0.0048654748617132145,0.3870722987122047,1.0,33002.0,0.5217391304347826,2.0,0.3636363636363637,0.2646534668292935,8.0,0.0018773321695521113,0.025527192008879027,1.0,0.0
Strong Agreement,0.007781207824643594,0.05591255630560373,0.5596964963177862,0.004355114756573562,1.0,0.000961606767801366,0.003950170066978464,0.3800998517338058,1.0,9665.0,0.42857142857142855,-999.0,0.6190476190476191,0.25074412269195845,6.0,0.0006939968638363305,0.00776914539400666,1.0,0.0
Strong Agreement,0.003158400943176706,0.01849194564715571,0.6869095816464238,0.0021695358705491816,1.0,0.003893015661292919,0.0012993980483481788,0.37259098500887056,1.0,4232.0,0.8,1.0,0.3333333333333333,0.2547241881315133,5.0,0.0009298557167596793,0.011098779134295227,1.0,0.0
Weak Agreement,0.0026868125901680032,0.0022210299090375954,4.8651685393258415,0.013071796084749948,3.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Strong Agreement,0.007433721669795077,0.026789613565751217,1.1159757801583603,0.00829585333992967,4.0,0.002514354167803693,0.0047403802699400345,0.3497356039833876,1.0,36395.0,1.04,2.0,0.3133333333333333,0.2496801448021765,7.0,0.001783370143602806,0.02774694783573807,1.0,0.0
Strong Agreement,0.0012844577509579134,0.0060267272250851605,0.8571428571428571,0.0011009637865353546,3.0,0.00012537238583650246,0.0008835906728767618,0.3277387261531756,1.0,63.0,2.0,2.0,0.0,0.1871939155621832,2.0,0.00030420578022079454,0.0011098779134295226,0.0,0.0
Strong Agreement,0.0012844577509579134,0.0060267272250851605,0.8571428571428571,0.0011009637865353546,3.0,0.00012537238583650246,0.0008835906728767618,0.3277387261531756,1.0,63.0,2.0,2.0,0.0,0.1871939155621832,2.0,0.00030420578022079454,0.0011098779134295226,0.0,0.0
Strong Agreement,0.0004995113475947441,0.002108730643973897,0.9526627218934912,0.0004758658400162948,3.0,0.0,0.00021759411385898319,0.32304895306959197,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Strong Agreement,0.02648961419729147,0.11252386359382603,0.9467731204258152,0.02507965469244561,4.0,0.002567918257467309,0.012367626576786495,0.39451583377041705,1.0,253042.0,0.8356164383561644,2.0,0.30441400304414,0.2905742590537263,11.0,0.004644927919535729,0.08102108768035518,1.0,0.0
Strong Agreement,0.0002637171710903929,0.0008484833360368342,1.25,0.0003296464638629912,2.0,0.0037438423645320203,0.00015416587014300428,0.3252920862655725,1.0,57.0,0.5,1.0,0.0,0.19176954087467546,2.0,0.00036141335603745,0.002219755826859045,1.0,0.0
Weak Agreement,0.013930471743480756,0.06236352519870731,0.8983593437374949,0.01251456945342709,1.0,0.001171822643911647,0.004941236375040635,0.3866236357926013,1.0,18430.0,0.9444444444444444,2.0,0.32679738562091504,0.2648520065643492,6.0,0.0014482099262859347,0.019977802441731408,1.0,0.0
Strong Agreement,0.001380636954532057,0.00927092821581423,0.5989232839838493,0.0008268956187978001,1.0,0.0037317660388047017,0.0008113529508668968,0.3730615948520328,1.0,1581.0,0.4,2.0,0.7,0.25074412269195845,5.0,0.0005896018835822708,0.005549389567147614,1.0,0.0
Strong Agreement,0.004638319656236911,0.0020338644672647645,9.171779141104297,0.04254164347284775,2.0,0.0015331267916020815,0.001545182492747597,0.3417194521807626,1.0,2357.0,1.0,0.0,0.2380952380952381,0.2385457599664037,4.0,0.0007168345511375947,0.00776914539400666,1.0,0.0
Weak Agreement,0.010083303600515023,0.03362739103851865,1.2059369202226344,0.012159828089674888,4.0,0.003406415988383201,0.004031217267282215,0.3850928920386321,1.0,35657.0,0.6785714285714286,2.0,0.3148148148148148,0.2795310568094041,9.0,0.0020470621682258912,0.03107658157602664,1.0,0.0
Strong Agreement,0.0017126103346105518,0.016782501278963854,0.4104089219330855,0.0007028705611189772,3.0,2.570450640583357e-05,0.0015152302665483847,0.3332429084911028,1.0,38.0,2.0,2.0,0.0,0.180126390178713,2.0,0.0003087298292395088,0.0011098779134295226,1.0,0.0
Strong Agreement,0.0017126103346105518,0.016782501278963854,0.4104089219330855,0.0007028705611189772,3.0,2.570450640583357e-05,0.0015152302665483847,0.3332429084911028,1.0,38.0,2.0,2.0,0.0,0.180126390178713,2.0,0.0003087298292395088,0.0011098779134295226,1.0,0.0
Neutral,0.009940586072630807,0.05980559749447863,0.6684748591696223,0.00664503187496539,1.0,0.001049421675995219,0.0040972883544863605,0.3754127225563385,1.0,11348.0,0.5,0.0,0.4,0.25344416708562634,5.0,0.0008940706594246264,0.011098779134295227,1.0,0.0
Weak Agreement,0.0007632285186851372,0.0038805634927566975,0.7909967845659164,0.0006037113041689509,3.0,0.0,0.0004889260453106707,0.33251727553422417,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Strong Agreement,0.004045731660022028,0.012490173814306928,1.3026973026973028,0.005270363720947776,1.0,0.0044409199048374304,0.0012826600395897956,0.3374138609932588,1.0,4704.0,0.7777777777777778,1.0,0.5833333333333334,0.2277727256453403,5.0,0.0007619104795483659,0.009988901220865706,1.0,0.0
Strong Agreement,0.004045731660022028,0.012490173814306928,1.3026973026973028,0.005270363720947776,1.0,0.0044409199048374304,0.0012826600395897956,0.3374138609932588,1.0,4704.0,0.7777777777777778,1.0,0.5833333333333334,0.2277727256453403,5.0,0.0007619104795483659,0.009988901220865706,1.0,0.0
Neutral,0.0,0.0004866301486093608,0.0,0.0,0.0,0.0,3.4356965346155234e-05,0.3299235557323882,0.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Strong Agreement,0.021897832865364626,0.0913991240657325,0.9635494880546076,0.021099645646927446,1.0,0.000986005807446664,0.007539151523907603,0.3915265021947291,1.0,36103.0,0.7407407407407407,2.0,0.31054131054131057,0.26929651010700034,7.0,0.002056062467101986,0.02996670366259712,1.0,0.0
Strong Agreement,0.0007694336285931464,0.003281634079083638,0.9429657794676806,0.0007255495813349821,2.0,0.001769816003884962,0.0003796885144664848,0.36074328339754014,1.0,164.0,0.0,-999.0,0.0,0.2333428451753321,2.0,0.0003313868371232964,0.0011098779134295226,1.0,0.0
Strong Agreement,0.001554380031956316,0.003131901725665373,1.99601593625498,0.003102567314781332,2.0,0.0008834745676850939,0.0006193063240601829,0.3325053918672392,1.0,218.0,0.0,-999.0,0.0,0.1926065055920772,2.0,0.00031048364450461864,0.0011098779134295226,1.0,0.0
Strong Agreement,7.135876394210634e-05,0.0015347566225372149,0.1869918699186992,1.3343508704621507e-05,2.0,0.003308519437551696,0.00013742786138462094,0.3526478362538799,1.0,40.0,0.0,-999.0,0.0,0.2333428451753321,2.0,0.0003313868371232964,0.0011098779134295226,1.0,0.0
Strong Agreement,5.274343421807859e-05,0.0005365409330821159,0.3953488372093023,2.085205538854269e-05,2.0,0.008086253369272238,9.338046991519117e-05,0.3619520629668088,1.0,45.0,0.5,-999.0,0.0,0.2336517040041545,2.0,0.0004446127432236489,0.002219755826859045,1.0,0.0
Weak Agreement,0.003325938910692956,0.012502651510425115,1.0698602794411178,0.0035582899323980525,2.0,0.0015678311964187033,0.0015654442928235348,0.37472598833887577,1.0,2474.0,0.6,-999.0,0.4,0.2482754745079307,3.0,0.0006031615533837139,0.005549389567147614,1.0,0.0
Neutral,0.000608100770984906,0.014773592203935466,0.16554054054054054,0.00010066533033196079,3.0,0.00010725010725010724,0.0011417083868876202,0.3695672845526712,1.0,90.0,0.0,-999.0,0.0,0.2333428451753321,2.0,0.0003313868371232964,0.0011098779134295226,1.0,0.0
Weak Agreement,4.0333214402060086e-05,0.000898394120509589,0.18055555555555555,7.282385933705292e-06,2.0,0.0,7.576151332741924e-05,0.3257984234443808,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Strong Agreement,0.0017126103346105518,0.006650612030994598,1.0356472795497185,0.001773660233968151,3.0,0.0,0.0008624479249714353,0.3268277924201605,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Strong Agreement,9.307664862013868e-05,0.0005614963253184934,0.6666666666666666,6.205109908009244e-05,2.0,0.0,4.580928712820698e-05,0.3306772006371073,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Neutral,0.011904503358515737,0.0621514043646981,0.7703272435253965,0.009170363257704251,1.0,0.0022831054631810357,0.004913926992329586,0.3897841555132934,1.0,35512.0,0.42105263157894735,-999.0,0.5263157894736842,0.2678662555009693,8.0,0.001407413866918088,0.021087680355160933,1.0,0.0
Strong Agreement,0.0012596373113258768,0.012228142195824965,0.4142857142857143,0.0005218497432635775,1.0,0.003531440961955451,0.001255350656878749,0.37716273936472655,1.0,3583.0,0.8888888888888888,2.0,0.5,0.2594031776269489,6.0,0.000855157576532624,0.009988901220865706,1.0,0.0
